	Peridinin	19'-Butanoyloxyfucoxanthin	Fucoxanthin	Neoxanthin	Prasinoxanthin	19'-keto-hexanoyloxyfucoxanthin	Violaxanthin	19'-hexanoyloxyfucoxanthin	Astaxanthin	Diadinoxanthin	Dinoxanthin	Antheraxanthin	Alloxanthin	Myxoxanthophyll	Diatoxanthin	Zeaxanthin	Lutein	Canthaxanthin	Gyroxanthin diester	Echinenone	"B,e-carotene"	"B,B-carotene"
563.8	0.001433186	0.000877437	0.000586085	0.001124945	0.000792926	0.000790715	0.000283257	7.73852E-05	0.001748309	0.000911203	0.000575234	0.001070239	0.000412403	0.00088479	0.000560562	0.000328593	0.000270221	0.002209321	0.001046136	0.001632089	5.08072E-05	0.000774509
562.9	0.00150081	0.00084642	0.000610463	0.001199438	0.000796119	0.00081033	0.000227023	0.000118029	0.001842799	0.000890927	0.000543051	0.001243897	0.000373164	0.000948815	0.000451354	0.000293113	0.000315388	0.002322276	0.001056124	0.00169001	8.53846E-05	0.000798918
562.1	0.001581763	0.000895178	0.000613454	0.001262671	0.000863741	0.00085645	0.000274744	0.000144993	0.001939801	0.000958165	0.000574293	0.001108531	0.000418364	0.000900544	0.000512231	0.000363683	0.00031755	0.002435535	0.001149161	0.001701282	3.08501E-05	0.000748326
561.2	0.00165981	0.000938843	0.000676654	0.001216146	0.000876927	0.000830826	0.000369414	0.000221311	0.0021488	0.000899792	0.000575647	0.001217042	0.000393396	0.000999978	0.000559895	0.00031361	0.000285252	0.002582506	0.001093562	0.001799731	9.14344E-05	0.000817031
560.4	0.001737902	0.000936736	0.000698972	0.001230353	0.000971257	0.00082244	0.000301091	0.000175037	0.002212464	0.000930049	0.00053946	0.001091222	0.000428792	0.001060778	0.00053185	0.000338474	0.000278256	0.00270719	0.001149538	0.001881094	8.65104E-05	0.000791916
559.5	0.001802763	0.000940715	0.000718837	0.001220194	0.000963893	0.000874963	0.000346124	0.000196609	0.002414079	0.000909712	0.000608228	0.001197043	0.000409113	0.001084428	0.00047799	0.000303532	0.000271171	0.002837946	0.001078921	0.001937442	0.000139685	0.000808795
558.7	0.001888426	0.000957509	0.00074685	0.001196774	0.001022415	0.000875073	0.000286372	0.000243586	0.002525057	0.000947663	0.000511933	0.001171004	0.000458123	0.001140197	0.00043125	0.00034298	0.000254712	0.002939574	0.001149967	0.001998217	9.82978E-05	0.000789011
557.8	0.00198956	0.000942462	0.000774662	0.001240132	0.001076204	0.000876476	0.000302243	0.00023068	0.00270376	0.00088809	0.000550087	0.001207577	0.000408572	0.00118677	0.000514417	0.000298625	0.000289581	0.003119054	0.00110088	0.002079733	0.00011059	0.000835066
557.0	0.00208385	0.000981094	0.00079368	0.001244666	0.001159383	0.000916219	0.000387312	0.000248832	0.002868576	0.000958549	0.000578755	0.00104211	0.000469625	0.001213314	0.000552643	0.000380166	0.000288811	0.003308793	0.001164907	0.002093161	5.39671E-05	0.000827662
556.1	0.002182347	0.000993335	0.000878975	0.001215621	0.001162362	0.000888073	0.000355898	0.000253878	0.003093269	0.000893538	0.000511954	0.001268187	0.000435814	0.001288967	0.000507674	0.000307451	0.000295924	0.003450806	0.001064327	0.002215313	0.000181645	0.000886621
555.3	0.0023075	0.001058043	0.00087481	0.001241258	0.00126346	0.000947041	0.000329617	0.000240684	0.003232843	0.000944159	0.00059057	0.00108747	0.000451898	0.001333221	0.000576773	0.000382098	0.000319331	0.003671574	0.001210873	0.002272756	6.18256E-05	0.00079984
554.4	0.002359552	0.001050004	0.000911123	0.001264598	0.001330816	0.000997422	0.000382376	0.000272744	0.003449009	0.000935304	0.000596644	0.001218439	0.000452696	0.001465128	0.000576168	0.000278026	0.000339772	0.003948713	0.001070553	0.002405346	0.000103733	0.000854903
553.5	0.002498996	0.001058967	0.000998775	0.00124378	0.001371401	0.000963683	0.000322899	0.000318931	0.003648935	0.000991343	0.000581961	0.001209164	0.000464749	0.001499969	0.000569313	0.000375472	0.000340054	0.004085386	0.001162234	0.00249642	8.12996E-05	0.000824814
552.7	0.002618147	0.001073134	0.001001386	0.0012626	0.001435968	0.001059269	0.000322511	0.000336028	0.003921362	0.00094127	0.000598551	0.001184624	0.00043971	0.001597572	0.000605577	0.000351393	0.000331279	0.004344493	0.001099965	0.002588543	0.000156403	0.000887256
551.8	0.002735567	0.001084999	0.001077603	0.001222659	0.001498687	0.001005677	0.000357317	0.000346871	0.004151876	0.001024328	0.000568566	0.0011203	0.000531336	0.0017357	0.000592603	0.000396527	0.000347474	0.004507523	0.001216909	0.002702275	6.39829E-05	0.000910818
551.0	0.002857171	0.001138574	0.001104984	0.001193697	0.001554806	0.001013845	0.000344317	0.000411719	0.004434631	0.000906563	0.000581738	0.001274031	0.000468765	0.001815188	0.000609272	0.000316419	0.000312091	0.004815872	0.001138395	0.002828684	0.000133039	0.000869999
550.1	0.002997197	0.001147664	0.00116654	0.001260419	0.00163323	0.001031026	0.000331198	0.000428336	0.004691447	0.001005888	0.0005714	0.001140761	0.000496432	0.001925448	0.000682564	0.000382821	0.000341199	0.005082744	0.001282672	0.002972929	0.000102374	0.000894095
549.3	0.003157366	0.001127138	0.001235206	0.001227297	0.001746779	0.001095719	0.000382189	0.000410855	0.004956415	0.000962026	0.000622318	0.001251713	0.000473325	0.002065367	0.000632892	0.000349813	0.000349174	0.005360476	0.001192782	0.00309533	0.000119537	0.000875087
548.4	0.003286876	0.001172154	0.001268246	0.001350747	0.001831767	0.001106097	0.000333162	0.000416363	0.005343906	0.001028678	0.000585073	0.001226498	0.000491389	0.002258401	0.000623742	0.000432712	0.00038289	0.005637001	0.00127641	0.003211724	0.000150011	0.001007904
547.6	0.003396265	0.001209774	0.001321328	0.001299028	0.001871453	0.001180695	0.000323989	0.000431102	0.005657162	0.000997634	0.000547214	0.001060367	0.00051668	0.002419984	0.000605877	0.000411528	0.000343707	0.005991411	0.001244069	0.00328327	0.000132571	0.000969754
546.7	0.003597531	0.001228218	0.001408078	0.001294587	0.002000008	0.001239917	0.000363859	0.00047006	0.006039197	0.000994325	0.000636139	0.001266459	0.000498387	0.00260847	0.000652889	0.000446214	0.000316748	0.00634079	0.001266315	0.003507315	0.000138819	0.000996675
545.9	0.003738221	0.001194444	0.001459168	0.001250455	0.002068051	0.001205438	0.000347547	0.000475725	0.006360761	0.000985485	0.000478074	0.001165003	0.000506221	0.002760597	0.000664147	0.000462739	0.000324222	0.006606579	0.001298313	0.003612045	0.000148484	0.000948576
545.0	0.003899153	0.001290386	0.001528089	0.001284742	0.002181568	0.001203986	0.000396209	0.00048273	0.006681081	0.001014702	0.000551776	0.001227555	0.00050644	0.002954081	0.000707865	0.000458981	0.000333899	0.006900503	0.001323091	0.003787604	0.000215697	0.001011029
544.2	0.004066928	0.00128507	0.001578702	0.001277869	0.002214803	0.0012651	0.000330752	0.000555711	0.007022727	0.001013418	0.000509192	0.001207672	0.000533813	0.003093025	0.000663938	0.000496037	0.000344508	0.007208035	0.001410989	0.003915606	0.000192411	0.000987985
543.3	0.004269266	0.001344058	0.001659372	0.001249536	0.002328415	0.001302048	0.000402079	0.000572965	0.007465006	0.000999734	0.000634646	0.001336626	0.000552272	0.003339628	0.000739448	0.000497065	0.000360805	0.007658683	0.001364453	0.004097556	0.000228996	0.001053665
542.5	0.004430868	0.001360283	0.001797711	0.001290698	0.002453728	0.001339762	0.000354348	0.000622413	0.007962976	0.001041039	0.000547793	0.001276721	0.000587194	0.003714883	0.000690395	0.000491932	0.000372372	0.00811709	0.001378096	0.004375642	0.000187642	0.001062656
541.6	0.004681163	0.00147333	0.001801366	0.001289324	0.002617177	0.00140896	0.000397231	0.000648474	0.008487421	0.001047835	0.000592438	0.001256819	0.000585772	0.004032895	0.000802816	0.000511284	0.000352689	0.008583728	0.001394939	0.004481135	0.000232282	0.001095144
540.7	0.004903795	0.001459677	0.001914774	0.001307979	0.002727674	0.001404906	0.000380098	0.000684913	0.00899451	0.001052947	0.000527819	0.001196771	0.000632305	0.004380113	0.000835337	0.000507037	0.000396362	0.008956985	0.001425758	0.004684444	0.000265277	0.001092827
539.9	0.005155207	0.001488386	0.002063825	0.001291487	0.002867851	0.001472646	0.00035485	0.000741677	0.009484826	0.001072993	0.000587113	0.001325272	0.000629139	0.004742081	0.000833769	0.000594919	0.000386149	0.009474122	0.001495053	0.00498911	0.000269531	0.00117779
539.0	0.005357363	0.001533935	0.002166595	0.001310384	0.002985153	0.001561245	0.000385485	0.000776957	0.01003642	0.001085727	0.00054919	0.001293372	0.000662198	0.005144378	0.000839989	0.000572286	0.000410028	0.009930428	0.001469516	0.005210846	0.000306663	0.001113368
538.2	0.005570739	0.001590332	0.002223164	0.001311109	0.003134368	0.001586975	0.000388336	0.000797742	0.01053563	0.001086585	0.000604763	0.001344128	0.000677518	0.005555862	0.000851756	0.000567853	0.00041921	0.010412768	0.001431457	0.005410634	0.000291581	0.001175847
537.3	0.005832113	0.001636597	0.00235371	0.001331482	0.003294757	0.001647446	0.00042728	0.000874658	0.011140616	0.001116565	0.000544533	0.001227842	0.00066379	0.006083663	0.00091017	0.000616658	0.000439293	0.010912317	0.00149409	0.005671088	0.000334524	0.001227375
536.5	0.006047848	0.001701747	0.002477	0.001298879	0.003458901	0.001675518	0.000400057	0.000897979	0.011688158	0.001115164	0.000597905	0.001358054	0.000711176	0.006526911	0.000886186	0.000590327	0.000439306	0.011437011	0.001536245	0.005965135	0.000335921	0.001276903
535.6	0.006285409	0.001738087	0.002579325	0.001335157	0.003580005	0.001728576	0.000444769	0.000926842	0.012334048	0.001127278	0.000571192	0.001236962	0.000718966	0.007238663	0.000996153	0.00063039	0.000476879	0.011936724	0.00146332	0.00617123	0.000327509	0.001309928
534.8	0.006596444	0.001814968	0.00272065	0.001321335	0.003782706	0.001811364	0.000414297	0.001033311	0.012954714	0.001148262	0.00062466	0.001408361	0.000756563	0.00777363	0.000946413	0.000704473	0.000480992	0.012544003	0.001614194	0.006517696	0.000354628	0.001353591
533.9	0.006844381	0.001857207	0.002835254	0.0013214	0.003974065	0.001921718	0.000418084	0.001104922	0.013593582	0.001143283	0.000582542	0.001296381	0.000786759	0.008540813	0.001022826	0.000672684	0.000477915	0.013140761	0.00154083	0.006731359	0.000385238	0.001384922
533.1	0.007152969	0.001972821	0.002945894	0.001337458	0.004184751	0.001964271	0.000491022	0.001145895	0.014256745	0.00118888	0.000681486	0.00141763	0.000831942	0.009235459	0.001065035	0.00074664	0.000495782	0.013737185	0.001608751	0.007098305	0.000373695	0.001458611
532.2	0.007418331	0.001957338	0.00313095	0.001342891	0.004354716	0.002092428	0.000406845	0.001220357	0.01498399	0.00118678	0.000590439	0.001332369	0.00088508	0.010144731	0.001018249	0.000786204	0.000507318	0.014344989	0.001620749	0.007342282	0.000455698	0.001524426
531.4	0.007724946	0.002125962	0.003225741	0.001283262	0.004591958	0.002164453	0.000476656	0.001293701	0.015661037	0.001213248	0.000697323	0.00137595	0.000865595	0.010908792	0.001170366	0.00076434	0.000498411	0.015027338	0.001677061	0.00771912	0.000471527	0.001596245
530.5	0.0080078	0.002184679	0.003410462	0.001340912	0.004755105	0.002250616	0.000485173	0.001403529	0.016419086	0.001233218	0.000609679	0.001318989	0.000900054	0.011952278	0.001181413	0.000791339	0.00054532	0.015603214	0.001680185	0.00801553	0.000508006	0.001650991
529.7	0.008364604	0.002233302	0.003557062	0.001358373	0.004989646	0.002350625	0.000460427	0.00141018	0.017151375	0.001263294	0.000693164	0.001478115	0.000954706	0.012884643	0.001182665	0.000862381	0.00058877	0.016274128	0.001786767	0.008473538	0.0005461	0.001733183
528.8	0.008671061	0.002337475	0.003735074	0.001323057	0.00523684	0.002509718	0.00050824	0.001544834	0.017931331	0.001250352	0.000680874	0.001371091	0.000996284	0.01409554	0.001312858	0.000930453	0.000555713	0.016990825	0.0018148	0.008753181	0.000623443	0.001825852
527.9	0.009011822	0.002497332	0.003958617	0.001303591	0.005500394	0.002593099	0.000549491	0.001574784	0.018668157	0.001272867	0.000732752	0.00154529	0.001023589	0.015150165	0.001372287	0.000979231	0.000584553	0.017642345	0.001837113	0.009233399	0.000589214	0.001880567
527.1	0.009308425	0.002546319	0.004143065	0.001314541	0.005746007	0.002671288	0.000501013	0.00170985	0.019449416	0.001300764	0.000655367	0.001381163	0.001064306	0.016471038	0.001456333	0.000977183	0.000602767	0.018329675	0.001822093	0.009585888	0.000701261	0.001986142
526.2	0.009665184	0.002630071	0.004342317	0.001329907	0.006016346	0.002825682	0.00049321	0.001815071	0.020297511	0.001343228	0.000756892	0.001620268	0.001134838	0.017795894	0.001448844	0.001046845	0.000633537	0.019090813	0.001920517	0.010121835	0.000713246	0.002108198
525.4	0.009994986	0.002751725	0.004521929	0.001347127	0.006300724	0.002929109	0.000539636	0.001936729	0.021097884	0.001362729	0.000682811	0.001520924	0.001182558	0.019287258	0.001587507	0.001088948	0.000665132	0.019723055	0.001992788	0.010472071	0.000779418	0.002242681
524.5	0.010385265	0.002916081	0.004769252	0.001355834	0.006579239	0.00307508	0.000538279	0.00206815	0.021892271	0.001397107	0.000809313	0.001664954	0.001233878	0.020689548	0.001631499	0.001147616	0.000717805	0.020551269	0.002035295	0.011007352	0.000800187	0.002329983
523.7	0.010777356	0.003063067	0.005019231	0.001304416	0.006861595	0.003222136	0.000542603	0.002238667	0.022771641	0.001402332	0.000720628	0.001638641	0.001293195	0.022290778	0.001762848	0.001274582	0.000709757	0.021258983	0.002150852	0.011493899	0.000850856	0.002491483
522.8	0.011186792	0.003210395	0.005246665	0.001371426	0.007183096	0.003397321	0.000551818	0.002312004	0.023564045	0.001492696	0.000870251	0.001710913	0.001354186	0.023809381	0.001845709	0.001346767	0.000774015	0.022030939	0.002229619	0.012025007	0.000871096	0.002654076
522.0	0.011589646	0.003354707	0.005506682	0.001412276	0.00745852	0.003579895	0.000640403	0.002507004	0.024457797	0.00152757	0.000765919	0.001613076	0.001397601	0.025529542	0.001935104	0.001496209	0.00077978	0.022782731	0.002365336	0.012527106	0.000993496	0.002868909
521.1	0.011982895	0.003515731	0.005755171	0.001420742	0.007818217	0.003775629	0.000573452	0.002677702	0.025273752	0.001574729	0.000864691	0.001744421	0.001502976	0.027120595	0.002054895	0.001589645	0.00086028	0.023587206	0.002411486	0.013116188	0.001043116	0.003080821
520.3	0.012381268	0.003634288	0.006067756	0.001373645	0.008134555	0.003984414	0.000623031	0.002852579	0.02609565	0.001540677	0.000848955	0.001691663	0.001614516	0.028806865	0.002131787	0.001686549	0.000832408	0.024379173	0.002514998	0.01367449	0.001094573	0.003280998
519.4	0.012815624	0.003841751	0.006310637	0.001442905	0.00850551	0.004168651	0.000619872	0.003016882	0.02694203	0.001635019	0.000946235	0.001791102	0.001683941	0.030439892	0.002269891	0.001837289	0.000918117	0.025161056	0.002628097	0.014233026	0.001142431	0.003594317
518.6	0.01322939	0.004072713	0.006647129	0.001472074	0.008871792	0.004365003	0.000650519	0.003255356	0.027854138	0.001676932	0.000902097	0.001802995	0.001825014	0.032164645	0.002492513	0.002035799	0.00096742	0.025913653	0.002752212	0.014818015	0.00126278	0.003882867
517.7	0.013686756	0.004230406	0.006946509	0.001401667	0.009268081	0.004618273	0.000653895	0.003374672	0.028735911	0.001714857	0.00100107	0.001912006	0.001929518	0.033659938	0.002629811	0.002212565	0.00095139	0.026716973	0.002885919	0.015476308	0.001338034	0.004174225
516.9	0.014108751	0.0044295	0.007251989	0.001470756	0.009645545	0.004849317	0.000695003	0.003632632	0.029558171	0.001822987	0.000883704	0.00192344	0.002061407	0.035266969	0.002832126	0.002424261	0.001072747	0.027407536	0.00297826	0.016073133	0.001466834	0.004530246
516.0	0.014568938	0.004710529	0.007604713	0.001441877	0.010008018	0.00509123	0.000731205	0.003808086	0.030379367	0.001815041	0.001000667	0.002021845	0.002226554	0.036746534	0.00310464	0.00263548	0.001098096	0.028278927	0.003146896	0.016817222	0.001593738	0.004967299
515.1	0.015049316	0.004910453	0.007973851	0.00148772	0.010390734	0.005359868	0.000762407	0.004095634	0.031234068	0.001848554	0.000957186	0.002061652	0.002382592	0.038133896	0.003384365	0.002908283	0.001141275	0.028948961	0.003328058	0.017427827	0.001777127	0.005394467
514.3	0.015477216	0.005160422	0.008304292	0.001459939	0.010834399	0.005596963	0.000780704	0.004294987	0.031986381	0.00192543	0.001091567	0.002230316	0.002583612	0.039352722	0.003641588	0.003124166	0.001217986	0.029749916	0.003447652	0.018151675	0.001882426	0.005845071
513.4	0.015928737	0.005356875	0.008627317	0.001513632	0.011256024	0.005812259	0.00077472	0.004537648	0.032769668	0.002015543	0.001003728	0.002189002	0.002802875	0.040439103	0.003981302	0.003515493	0.001262828	0.030241717	0.003657934	0.018776952	0.002059448	0.006348399
512.6	0.016250398	0.005580355	0.008899179	0.001567488	0.011530869	0.006060873	0.000820625	0.004735373	0.033291331	0.002087614	0.001160575	0.002352126	0.002937528	0.041127253	0.004192423	0.003705046	0.001420675	0.030968052	0.003741701	0.019381686	0.002180985	0.006746251
511.7	0.016671868	0.005897141	0.009298774	0.001608724	0.011958682	0.006398641	0.00088378	0.005078224	0.034119064	0.002149643	0.001123872	0.002406103	0.003241668	0.041869685	0.004661613	0.004076511	0.001469208	0.031595431	0.00390632	0.02003333	0.002437137	0.007309056
510.9	0.017222612	0.006248407	0.00981695	0.001614576	0.012492801	0.006799442	0.000884261	0.005399148	0.034943031	0.002250133	0.001272378	0.002588268	0.003633754	0.042655066	0.005181479	0.004552309	0.001614596	0.032590627	0.004180987	0.020974334	0.002669409	0.008126632
510.0	0.017761589	0.006538144	0.010234124	0.001668313	0.013007983	0.007118763	0.000946344	0.00578944	0.035872212	0.002386466	0.001169315	0.00268507	0.004080203	0.043268653	0.005760711	0.00511685	0.001763467	0.033262678	0.004440719	0.021797882	0.00296954	0.009009057
509.2	0.018262681	0.006933877	0.010705083	0.001697767	0.013533341	0.007568569	0.000951446	0.006053119	0.036658557	0.002486691	0.001329688	0.002960284	0.00455677	0.043481459	0.00634492	0.005689887	0.001920054	0.034040382	0.004731176	0.022702583	0.003343295	0.00987675
508.3	0.018737764	0.007250364	0.011154071	0.001730025	0.014066788	0.007887075	0.001003432	0.006468256	0.037354476	0.002669363	0.001306864	0.003058229	0.005106952	0.043604292	0.007044097	0.006325893	0.002093065	0.034693694	0.004989967	0.023515165	0.003686187	0.010771179
507.5	0.019225399	0.007604903	0.011602403	0.001724766	0.014509144	0.008295729	0.001043856	0.006817855	0.038001221	0.002815517	0.001392392	0.003353212	0.005703716	0.043421114	0.007742219	0.00695418	0.002286246	0.035324847	0.005322537	0.024402123	0.004056439	0.011798157
506.6	0.019672089	0.00794115	0.012061125	0.001813634	0.015060215	0.008736293	0.00102821	0.007176357	0.038716526	0.002986018	0.001398572	0.003491231	0.00642694	0.043187189	0.008524112	0.007729941	0.002495537	0.035946364	0.005592777	0.025194986	0.004555884	0.012837343
505.8	0.020196672	0.008401984	0.012515511	0.001806337	0.015578766	0.009186655	0.001131524	0.007570096	0.039313426	0.00319789	0.001517059	0.003708794	0.007233523	0.042658045	0.009462662	0.008507251	0.002752104	0.036646771	0.005982048	0.026060433	0.004999629	0.013919155
504.9	0.020627378	0.008815036	0.013043832	0.001844835	0.016125203	0.009626819	0.0011961	0.008008209	0.039981107	0.003454512	0.001577914	0.004004243	0.008163759	0.042132437	0.010493271	0.009391668	0.003052279	0.037193453	0.006317984	0.026894064	0.005569339	0.015176043
504.1	0.021118672	0.0092761	0.013511001	0.001906914	0.016677331	0.010100683	0.001270013	0.008403358	0.040579119	0.003719256	0.001663759	0.004378905	0.009196161	0.041406811	0.011631946	0.010373717	0.0033933	0.037823353	0.0067551	0.027809926	0.006211736	0.016486564
503.2	0.021564412	0.009666192	0.014031535	0.00198382	0.017232059	0.0105414	0.001348451	0.008879596	0.04108505	0.004049052	0.001625119	0.004725384	0.010358426	0.040730759	0.012738793	0.011393736	0.003771562	0.038329624	0.007157842	0.028649986	0.006837344	0.017795956
502.3	0.021999476	0.010171621	0.014561641	0.001983029	0.017801014	0.011058764	0.001410963	0.009326076	0.041666383	0.004420829	0.001799039	0.005131369	0.011691355	0.039816409	0.014078747	0.012515053	0.004188795	0.038869885	0.007651289	0.029577805	0.007680555	0.019227869
501.5	0.022445323	0.01065122	0.015099498	0.00206817	0.01837979	0.011576453	0.001484709	0.009848778	0.042179569	0.004863715	0.001797548	0.005631096	0.013126647	0.039026623	0.015447028	0.013720921	0.004666685	0.039360665	0.008165742	0.030367205	0.008560788	0.020673896
500.6	0.022907806	0.01113449	0.015657496	0.002109166	0.018931996	0.012129398	0.001577179	0.010338927	0.042704029	0.005353251	0.001906767	0.006209881	0.014703816	0.038144505	0.016960401	0.015032551	0.005221946	0.03989183	0.008708208	0.03133785	0.009471062	0.022234808
499.8	0.023316609	0.011701978	0.016222252	0.00219672	0.019529301	0.012637712	0.001739826	0.010927134	0.043157233	0.005975509	0.00197174	0.00682958	0.016480632	0.037376134	0.018673665	0.016361954	0.005879378	0.040280145	0.00925825	0.032159387	0.010575491	0.02381749
498.9	0.023743905	0.012233323	0.016751629	0.002240355	0.020153673	0.013235623	0.001822293	0.011402636	0.04358923	0.00663986	0.002146438	0.007517233	0.018342981	0.036559204	0.020284386	0.017718237	0.006549605	0.040734285	0.009926473	0.033016266	0.011688941	0.025433151
498.1	0.024148929	0.012815035	0.017341614	0.00239865	0.020738364	0.013819939	0.001979056	0.01202631	0.044046353	0.007498116	0.002259129	0.008325491	0.020323274	0.035924363	0.022071791	0.019286801	0.007325241	0.041241928	0.01062563	0.033849468	0.012897408	0.027073886
497.2	0.024552691	0.013390693	0.017919032	0.002431512	0.021370832	0.01446868	0.002150023	0.012579998	0.044430161	0.008401768	0.002445702	0.009015421	0.022575336	0.035333686	0.023953941	0.020845804	0.008238886	0.041575671	0.011311581	0.034694229	0.014241547	0.028762748
496.4	0.024900528	0.014004491	0.018571815	0.002609602	0.021978538	0.01510698	0.002376463	0.013282494	0.044803387	0.009458678	0.002605559	0.01014712	0.024764099	0.034977564	0.025997009	0.022409067	0.00920576	0.041966049	0.012128523	0.035533598	0.01572059	0.030475548
495.5	0.025312398	0.014671718	0.019185581	0.002649373	0.022622316	0.015807422	0.002609686	0.013898529	0.045197673	0.01067832	0.002810843	0.011153391	0.0271037	0.034683493	0.027963087	0.024137414	0.01026823	0.042374271	0.013020877	0.036453733	0.017203436	0.032253695
494.7	0.025669317	0.01537574	0.019821503	0.002793962	0.023257942	0.016529806	0.002923033	0.014616998	0.045544226	0.012131167	0.003101334	0.012314925	0.029611584	0.034582661	0.030180975	0.025918097	0.011482606	0.042681346	0.013957352	0.037215592	0.018990292	0.03396098
493.8	0.026020425	0.016049557	0.020436489	0.002922857	0.02385894	0.017252821	0.003177338	0.015307839	0.045866608	0.013712576	0.003328219	0.013495985	0.031968847	0.034578481	0.032252811	0.027606335	0.012848619	0.043086622	0.014955739	0.037994636	0.020750608	0.035661805
493.0	0.026349128	0.016800668	0.02110713	0.003133268	0.02450049	0.018026667	0.00359416	0.016036662	0.046157101	0.015560902	0.003763005	0.014962374	0.034384577	0.034815877	0.034324108	0.029394678	0.014334464	0.043416552	0.015947563	0.038751415	0.022670358	0.037369498
492.1	0.026686044	0.017456492	0.021730296	0.003295556	0.025146717	0.01878054	0.004066473	0.016792171	0.046443365	0.017566289	0.004120371	0.016387436	0.036880974	0.035178514	0.036505961	0.031166041	0.015920933	0.043628677	0.017152931	0.039652479	0.024636333	0.038965912
491.3	0.026986892	0.01831209	0.022409102	0.003605754	0.025752588	0.019586694	0.0045261	0.01758947	0.046713392	0.019766381	0.004628168	0.018002764	0.039144145	0.035708056	0.038572398	0.032933471	0.017624594	0.043914375	0.018322956	0.040259391	0.026737632	0.040507806
490.4	0.027275232	0.019079623	0.023060386	0.003862414	0.026402956	0.02043107	0.005215192	0.018364116	0.046950105	0.022175131	0.005235097	0.019677473	0.041321586	0.036407099	0.040563579	0.034619381	0.019479565	0.044181891	0.0196391	0.041005739	0.028858698	0.042007126
489.5	0.027537488	0.019907118	0.023746233	0.004177048	0.027055303	0.021285451	0.005967375	0.019267868	0.047189331	0.024740269	0.005919436	0.021409464	0.043334025	0.037192691	0.042554303	0.036280175	0.02142711	0.044366947	0.020985937	0.041590325	0.031100692	0.043371034
488.7	0.027794431	0.020718509	0.024371917	0.004500032	0.027636284	0.022135685	0.006821705	0.020074669	0.047395125	0.027419432	0.006705412	0.023219134	0.045146621	0.038098681	0.044325959	0.037876874	0.023437043	0.044602279	0.022382824	0.042298767	0.033253759	0.044596008
487.8	0.028000918	0.021631426	0.025027208	0.004894364	0.028246383	0.022996775	0.007896065	0.020987617	0.047621638	0.030237901	0.007621965	0.02518493	0.046796935	0.039093793	0.046025126	0.039293502	0.025485832	0.044871617	0.023829087	0.042833176	0.035505548	0.045707054
487.0	0.028222517	0.022436939	0.02569628	0.005459779	0.028841844	0.023837868	0.009057269	0.02186192	0.047761315	0.033176881	0.008704578	0.027123201	0.048152723	0.040240285	0.047473891	0.040684269	0.027754595	0.044994418	0.025344693	0.04345327	0.037707305	0.046812027
486.1	0.028460426	0.023325224	0.026314204	0.005945144	0.029450936	0.024803635	0.010516566	0.022764018	0.047941693	0.03603609	0.009993233	0.029160706	0.049300724	0.041286006	0.048835883	0.041938778	0.030024954	0.045200138	0.027001322	0.043895929	0.039926696	0.047577696
485.3	0.02860984	0.024221513	0.026989771	0.006626116	0.029923849	0.025653383	0.012155786	0.023594694	0.048077632	0.038921975	0.011370971	0.031209095	0.050132021	0.042427202	0.049918443	0.043037646	0.032187023	0.045326863	0.028651169	0.04453162	0.042034876	0.048392941
484.4	0.028757748	0.025097236	0.027495214	0.007345707	0.030529737	0.026564855	0.014052078	0.024601577	0.048230573	0.041698963	0.012980678	0.033157256	0.050832409	0.043535845	0.050908543	0.044029551	0.034524399	0.045443349	0.030351999	0.044850528	0.044142963	0.04897031
483.6	0.028949968	0.026028738	0.02820191	0.008247645	0.031044575	0.027380437	0.016189068	0.025413317	0.048413875	0.044366108	0.014817434	0.035223903	0.051246531	0.044625934	0.051576944	0.044914898	0.036769125	0.045543017	0.032092706	0.045414985	0.046081537	0.049491642
482.7	0.029050007	0.026856477	0.028775503	0.009265239	0.031492961	0.028242638	0.018521425	0.026291878	0.048471741	0.04676582	0.016856779	0.037078183	0.051364838	0.045630052	0.052104914	0.045560299	0.038919341	0.04570745	0.033833883	0.045745901	0.047802935	0.049774837
481.9	0.029182598	0.027679056	0.029328221	0.010385155	0.03201284	0.029050438	0.021117741	0.027142261	0.04856407	0.048789042	0.018977365	0.038872362	0.051360441	0.046599156	0.052444139	0.046070814	0.040952756	0.045774209	0.035558842	0.046127225	0.049431209	0.050054316
481.0	0.029247311	0.028352186	0.029708565	0.011449075	0.032368067	0.029534989	0.023260316	0.027764419	0.04862188	0.050205928	0.020523051	0.040328411	0.05120367	0.047263406	0.052604022	0.046365685	0.042365652	0.045816397	0.0368511	0.046393689	0.050561032	0.050083137
480.2	0.029337366	0.029016212	0.030193438	0.012741126	0.032712969	0.030305114	0.025831772	0.028526744	0.048677751	0.051611943	0.023038637	0.041647823	0.050923309	0.047881767	0.052589905	0.046582611	0.044063649	0.045957008	0.038307044	0.046691644	0.051646555	0.050184841
479.3	0.029449484	0.029865623	0.030752067	0.014567497	0.033195363	0.031126065	0.029332259	0.029411177	0.048731339	0.05294547	0.026221612	0.043250723	0.050422323	0.048483724	0.052481526	0.046753485	0.045893991	0.04597506	0.03997787	0.046936457	0.052798622	0.050015815
478.5	0.029464233	0.030721254	0.031333325	0.016944839	0.033593023	0.031936684	0.033451517	0.030274492	0.048745874	0.053839122	0.029499951	0.044821179	0.049775606	0.04908138	0.052045201	0.04666577	0.047711223	0.046008714	0.041795361	0.047313591	0.053713087	0.049890848
