A,burntumbe,rawumber,vandyke,burntsien,rawsienna,redochre,redlead,cadmiumre,alizarin,madderlak,lacdye,carminelak,vermilion,realgar,ylakeres,massicot,yellowoch,gamboge,naplesyel,leadtinII,leadtinI,saffron,orpiment,cobaltyel,cadmiumye,chromegre,cobaltgre,cadmiumgr,greenearth,viridian,phthalogre,verdigris,malachite,bluebice,cobaltblu,azurite,egyptian,ultramarin,phtaloblue,smalt,indigo,mayablue,prussianbl,cobaltvio,ivoryblac,vineblack,boneblack,lampblack,gypsum,chalk,leadwhite,zincwhite,titaniumw,lithopone,cardboard,Gumarabic
395.7183719,25.61942689,24.15894728,22.18768938,22.48030474,26.12068219,26.35096528,33.33910484,35.24629902,31.71327158,37.02709722,25.67829625,21.80850143,30.36620206,30.67007186,29.70998182,27.47900615,28.14215219,29.37667734,25.94407411,31.13756385,35.08613973,35.04545061,35.67050472,29.15678296,30.15669639,33.20232015,25.23417886,27.93610943,19.76711973,32.08553372,27.1500303,32.25088737,28.11098606,39.82425764,62.05869622,25.77958618,31.3799671,31.36005541,26.5751883,41.28127435,23.44645485,27.27209765,22.94779673,59.68227859,17.1032811,21.29512596,23.54514761,24.20396502,72.7833088,47.10414683,119.5117306,119.9047701,64.55631547,109.4242923,119.4312181,88.61830145
395.9350853,24.67751934,24.12809212,23.02244414,22.15032397,25.00360907,27.12828743,33.48618789,35.5004713,31.54918095,37.22518024,24.65798792,22.10956275,29.65378442,30.87916847,29.41855824,26.09312239,27.91379003,29.72087059,27.55712939,31.48124559,34.89075145,37.54447643,36.32503673,29.82532121,28.86318668,32.22598697,24.8405642,27.0051546,19.68766718,31.45067468,26.11265381,32.69474095,27.3974813,38.88704897,61.0942688,24.97813331,31.0456101,31.50077701,25.69230377,43.40729796,24.30132729,27.38049746,22.53161117,58.31061745,17.75915217,21.24168853,22.6980528,23.83002573,72.12187603,46.72339269,118.3884034,118.5862652,64.83580873,106.5617065,118.607495,88.94606782
396.1517818,24.93365294,23.92346546,22.14108381,21.5846246,25.28465029,26.19125075,32.43386696,34.78726136,30.43660645,37.00453728,23.63410667,20.57529321,28.70387809,30.09502611,29.2123962,25.18106327,28.32976629,28.09262906,27.03535656,31.65910453,33.77193733,36.42496362,35.60739663,29.81165996,27.37265645,31.95359986,25.29834774,26.92406472,20.99392175,29.16873555,26.38044688,31.25759781,26.81876552,39.14733328,61.39029193,25.72639329,31.26444654,31.25588563,25.34457666,42.7471963,23.90891191,25.7443712,20.88947864,58.28353737,16.79051451,20.95796593,21.96986559,23.06651828,71.47247667,46.89153326,119.238935,118.7817824,64.95077476,106.804212,119.7491653,89.76885541
396.3684616,25.97573728,25.81251222,23.24681839,22.2742691,26.32429078,26.36254665,32.50643974,33.72722713,29.8931386,38.20571458,24.90627311,21.75823989,29.6423501,30.8911918,31.29670404,26.37614874,30.17708218,29.41111461,28.32804836,32.51069039,34.22200308,37.46440079,36.55306089,30.76452235,28.69615486,33.3557201,25.99529028,26.50451844,22.09659183,28.81092248,27.24668237,30.69736205,26.76465838,39.93573013,62.74218092,26.92873356,31.74302255,31.65715937,26.18486938,42.93584065,24.15135723,26.71450068,21.67237671,58.47452584,18.41977744,22.03878295,22.87786175,24.00003401,71.30639553,47.49339024,118.9944657,118.5736511,66.21156347,108.7461425,121.7446378,90.39267528
396.5851246,26.04947045,25.54003956,21.77624425,21.15294057,25.8328553,26.51694821,31.3244347,33.11043948,30.18399445,37.75439438,24.37134515,19.542454,29.24133325,31.13350514,30.36208122,26.21899535,29.24561419,29.06410267,29.18653733,32.40836665,33.06334923,36.46240914,35.75605538,30.86123787,28.65570177,32.06846066,26.38081458,24.75662902,22.42095259,28.03667902,26.81746963,31.82872848,26.4989683,40.42055875,63.36720977,26.8756903,31.46827401,30.15745267,25.00235451,42.18430268,22.48687894,25.98097554,20.7804995,57.12133017,17.31551324,21.62812401,22.85161434,24.393606,70.91278029,47.24179559,120.9329007,120.6537839,66.16008973,110.2108787,123.0125774,90.66928089
396.8017709,25.97401514,26.03075793,20.99566919,21.59230301,25.36152672,24.61802919,31.48390758,33.6693397,30.24224167,38.36897838,24.20831282,18.92706047,29.83335976,30.07201328,29.84086983,27.61454952,29.36022497,27.91411811,29.81249844,31.66164604,32.95087576,34.85342835,35.03283572,30.79381504,27.48354042,31.52563022,26.72001602,24.46448986,20.98398685,27.95417185,26.180125,31.00993833,27.31247757,40.28404776,62.30108729,27.61454952,31.12509283,29.25091164,25.71283138,40.85314464,23.29375245,27.26324485,20.56759486,56.33308022,18.81774714,21.94694549,23.09598712,24.68561987,69.6768164,46.47652267,119.9676232,120.1728986,65.52207545,106.2200118,122.1789234,90.43967323
397.0184003,26.82438687,25.50430715,22.07693655,22.42384316,26.07136603,25.98964284,32.88357781,34.00518692,32.29316944,38.47411126,24.84301642,20.84441739,31.07149111,30.26926958,30.80797552,27.70499596,31.053979,27.80923472,30.56280594,31.15321431,33.67746024,35.10177873,35.45452271,31.09901015,28.57142857,32.76266084,27.11458759,25.69527256,23.14934496,29.39950132,26.85690936,32.25814522,29.47371932,40.43129831,62.05458776,28.6806708,32.32986149,29.90401695,26.28151138,41.56374826,24.39520668,27.89596137,20.54337583,58.43208219,20.24733774,22.85414078,24.55531743,24.57199563,69.7290626,47.95316761,120.0738844,121.9376736,67.56089629,108.9261739,122.0560888,91.61670155
397.235013,27.70956695,25.66214696,22.41485509,22.97003195,26.71172688,27.03694883,33.85839705,34.16226604,32.29470365,38.45667403,26.00379426,21.63875726,31.51860582,28.97760403,31.18434993,27.86150144,30.77535869,27.35560063,30.35569097,31.72720777,34.19183167,34.84720317,35.95262929,31.94073733,29.00306333,32.12716507,26.82095546,25.25233445,22.93718125,28.65484589,26.87680166,32.2175045,29.62476286,40.4589243,64.12456986,28.18179578,32.04257451,30.57168434,26.63042139,41.92652941,24.34565508,28.7862487,21.50242685,59.50001232,20.69840592,23.10554109,23.8947792,25.39523501,71.53322438,49.58567052,120.8478766,120.6975847,69.03492851,109.8478191,122.4904117,92.73670984
397.4516088,27.48208802,25.4463778,22.28720898,24.16695098,26.28389466,27.13359653,32.37071697,33.4738672,31.94342903,37.92221085,24.8127569,21.18162174,30.70055726,29.06370327,30.29601469,28.54055986,29.74362724,27.5121444,29.30740362,32.33253725,34.98156001,34.2252766,35.18139429,33.63146009,30.06043769,32.84430797,27.17340092,25.26279021,22.72993128,29.01902487,26.92238956,32.28948352,28.79563289,39.52250979,65.31737908,27.35780085,33.5209826,31.45359133,26.44636155,41.15367744,23.34161915,29.20180013,22.73642995,58.46208835,21.01184384,23.16046855,24.08896687,24.90780004,71.0297152,49.73274195,121.381456,120.5252555,69.3928612,109.9202288,123.491901,92.94243798
397.6681879,26.65432485,24.95852668,21.88349001,25.73830532,26.45156637,26.90436692,33.2796384,33.3886311,31.3265854,37.09999279,23.89584786,20.61564847,29.0273203,28.88146243,30.62855128,28.17781838,29.34387998,26.05887209,29.39276641,30.9707563,34.37597673,32.96307872,34.73982,32.90858237,31.21919554,34.15318283,27.42288366,25.07954063,22.13273067,28.56650558,26.26884331,32.04305212,28.83578166,39.43932873,64.0748844,27.63606056,32.20573975,30.71830997,26.64310501,40.57974499,23.02791335,30.10121896,22.57671563,59.97884259,21.05242068,23.21384207,23.48391957,25.07312929,70.65852427,47.605767,120.3022945,120.9786903,68.88739291,109.8494138,122.3114466,91.90168217
397.8847502,27.30061831,24.02859295,22.44593704,26.36295157,26.16364835,27.56583284,32.84893757,33.69009133,31.44675308,36.98722576,25.55867675,19.85813377,28.68554032,28.25711685,30.46749945,26.69093877,29.63811556,25.75876463,29.53297134,31.6593955,34.51398261,33.87527071,34.94162142,32.67945137,30.87238316,34.41825429,27.70628668,25.33034117,21.27208813,29.76444556,25.9949468,32.24004269,29.05903769,39.44085245,63.66325602,27.24176893,32.44013057,31.17761527,25.76974985,40.44521515,23.50522582,29.18615235,22.17601456,59.86707887,20.58158878,23.75867047,23.95169643,24.86503876,70.2928345,47.66093343,119.4697279,119.7239572,69.10956969,107.868554,121.2226547,92.13223063
398.1012957,26.40019316,23.11185189,22.16865405,26.2693449,25.86901155,26.61282157,31.99862921,31.92230106,29.66516866,36.37970917,25.87602128,20.21761311,28.13938455,26.37760626,28.72352854,25.30901217,27.34339099,25.77087536,28.50466926,30.15974391,33.56024082,32.04536073,33.90371749,32.57965777,30.71507014,33.71834913,27.5014993,25.44687016,20.40609691,28.45092801,24.43591162,30.75634965,28.94550326,38.38994338,63.08132063,26.17977616,30.76258051,28.21337612,24.72876247,39.51850958,22.96698418,28.39329247,21.55647115,59.12082434,20.28771039,22.73254772,24.00753935,24.86350502,68.08237209,47.05552483,118.6879347,119.2946656,68.14312307,108.0736489,119.5976416,91.70437641
398.3178245,26.87873678,23.97133221,22.04660432,26.18197149,26.30614748,26.69937145,31.81051663,32.03434003,29.11543768,37.21830446,26.51234095,20.66457152,29.03878583,26.41805918,29.17522612,25.27671317,27.84684961,25.91062395,28.132761,30.0705197,32.68971332,29.96320711,33.59573816,32.57166948,32.00214625,35.57565537,28.15192396,24.79457305,20.49133834,29.88348919,24.69645868,29.73095202,29.66273187,39.97393837,63.65629312,26.3030814,32.0289744,29.00199295,24.91491645,38.96213399,23.25080484,28.49149164,22.42066534,58.97133221,20.44458071,23.25923655,24.23501456,24.60907558,67.63145792,46.35980377,118.8701518,119.6565997,68.87705044,108.6332976,119.1177372,90.88916143
398.5343364,27.17238764,24.65996586,24.45135596,26.42366774,26.99032809,27.27100322,32.72368671,32.92546937,29.1985587,37.62184715,26.81964726,22.56097098,29.55660914,27.32789683,28.7646501,25.99127631,28.35729186,27.07225488,28.79802769,30.53821354,33.32751754,30.87578229,32.73506543,32.63872558,33.93893419,36.53859283,28.44225299,25.03091219,20.9201593,32.22681585,24.74644415,30.39939313,30.28257159,40.54617865,64.32846577,26.8590935,32.28901953,29.53992035,24.82457804,40.19571401,22.87198938,29.43902902,23.06618623,58.67627537,21.51488716,23.60022757,24.88147165,25.02484354,68.75554713,46.83633605,118.1915418,119.3051394,69.57405651,107.6859473,118.4365636,91.63436374
398.7508316,27.23620519,23.60617113,23.53594164,24.93977632,28.04648739,26.3624899,31.87890321,33.47379232,28.39914516,36.84329761,24.73512909,22.11549353,28.44143389,27.35174403,27.52542987,25.00018879,27.32606873,25.62470266,27.35249919,29.28116717,34.03109732,29.17544535,31.49754952,30.80280616,32.04805812,35.45079027,26.83144167,24.76080439,20.53117661,32.64085544,24.95865522,30.71369777,29.47826284,39.39119337,63.03663261,27.01267907,33.05619115,29.8875573,24.40814662,40.6130355,23.42644405,29.62023213,23.01110834,59.09849497,20.47529508,23.66054235,23.91502987,24.10683945,69.90779547,46.17324785,117.9326854,118.4129645,69.21078665,107.0131322,117.116362,92.48695468
398.96731,26.26581082,22.48406632,22.94449863,23.91753045,27.62745054,26.06923874,31.69044433,33.71967309,27.40063659,36.14960648,25.68819131,22.58386446,27.53143263,27.02034521,27.51857984,24.18441486,26.75875313,25.42886737,25.39938155,28.80461491,34.58232212,29.37694209,31.05309714,29.46313139,31.85979874,35.67934557,26.3028571,24.33789229,19.04178669,31.97169362,23.27791513,29.64911883,28.14685447,39.24108054,62.25589149,26.1206499,32.08283245,29.42154884,24.37796276,39.50116053,23.50321698,28.85905025,22.63527562,59.23699789,20.86310266,23.00044607,23.21591931,23.23104024,70.15733327,47.44645301,117.7867495,118.8376541,70.05904723,106.3727158,116.9498061,91.58369057
399.1837717,26.03830836,22.04665276,24.30343258,23.79063152,27.10866679,25.34799924,31.11625261,33.53688602,27.41361654,34.83102598,25.46861369,22.70889437,26.81509577,25.37530817,26.77261521,22.84543903,25.29034705,24.24198748,24.49838801,27.77697705,33.81073393,30.0572729,31.83766357,27.75725394,32.60762374,35.49326759,25.76977053,24.14337189,18.76047791,31.42802958,22.23174663,29.59074531,27.20576522,40.02351603,62.07016878,26.61255452,32.5848663,28.58334914,23.16783615,38.89398824,22.76351223,28.07813389,22.19836905,60.07661673,18.94102029,22.12099374,22.56400531,22.23402238,69.86004172,47.12232126,117.4223402,118.8613692,72.19723118,107.6859473,116.7107908,91.76256401
399.4002165,25.45041316,21.82302563,23.44556661,22.66289378,26.04268577,23.56221496,29.39237496,32.87000105,26.02236638,34.69197309,24.76783215,22.12781649,25.79057481,25.02746881,26.15933413,22.06761089,24.05289062,23.36504162,22.86608769,27.71339123,32.77969265,28.66463974,30.47983865,26.99920228,31.65460046,35.21199898,24.44046419,23.35525821,16.66491067,29.98540014,21.54683243,29.52256958,25.38569214,38.28775268,61.66634055,25.20808561,31.42657174,28.63077409,23.34622737,38.98689023,20.57752224,26.31963154,21.45501889,57.3014344,18.26261684,20.36078207,20.13501106,22.29262933,69.60971718,45.11506796,116.5407366,117.1465555,71.53704902,105.5803067,116.3239964,90.91798492
399.6166446,25.31381384,22.09354892,21.84716927,22.81686533,25.89698769,22.6398035,28.30050783,30.28360031,25.71013095,35.30085442,23.87622248,20.66499902,24.53775561,24.89037236,25.34771929,21.63318817,23.41510827,23.61778756,21.38454815,26.72729465,30.82005997,28.8452555,30.57443378,26.30611353,30.98657344,36.0859541,24.15575413,23.41209445,15.79316165,29.17828242,20.31840991,29.14588388,25.54286403,38.55803861,61.08256355,24.85571345,31.86510149,28.45873329,22.81535842,39.19922846,21.72812345,24.85194617,20.10894953,57.13370805,18.81300764,19.55214659,18.97349347,21.20221214,68.99609711,43.94373201,116.609153,118.3420985,71.62113289,105.0971203,116.2158497,89.89843432
399.8330559,25.16158124,22.20351721,20.62903953,21.49857207,25.79212385,22.72884413,28.70735007,30.19690365,26.1626334,34.9278521,23.65925147,20.06538404,24.09439351,24.93461596,24.4528784,21.36329475,23.3067789,23.36239291,21.48654742,26.30768075,31.44521269,29.08462348,30.78986923,24.86171652,30.21418909,35.43739666,23.65474222,23.13768225,14.91282128,29.01623328,20.00300616,27.8799038,25.21418909,38.60664362,60.07740869,25.08567564,31.29565609,27.60483992,24.16428679,39.26574478,21.17465805,24.63249662,19.51074703,57.68224861,18.2864873,19.7467308,19.18908763,21.79317601,69.18232376,43.75394559,115.462949,119.6730798,72.31850293,105.3088832,115.3344356,89.74823388
400.0494505,25.0648954,22.05985647,18.8822721,19.74576271,25.79477783,22.57367537,27.81340663,29.35639029,26.65750496,34.12276683,24.28309666,18.62727134,24.28844098,24.33806688,23.58069934,21.2261414,23.15086273,23.41578867,20.20003054,25.61383417,30.87265231,29.70529852,31.58650176,24.57169033,28.61963659,34.49152542,22.93861658,22.26446786,14.57398076,27.76988853,18.77233165,26.81401741,24.25484807,38.27683616,61.36891128,24.65032829,30.99862574,27.14002138,24.12123988,39.14490762,21.15361124,24.53733394,18.67918766,56.5635975,18.14017407,18.12490457,17.99511376,20.46190258,69.60604672,43.94258665,117.1278058,121.533822,72.55382501,106.2368301,116.967476,91.20323714
400.2658282,24.44095635,23.95034767,17.73849875,17.65963739,25.66861545,21.56251659,27.64394094,27.43162189,26.15088302,33.77237881,23.91091699,18.73715659,22.42771674,23.68949855,23.37101997,21.56479143,23.96930473,23.15794263,20.86110542,24.63128521,29.48960016,27.78801459,30.18873647,23.86238692,29.6078922,34.58222435,20.88992015,22.02431053,13.77495697,26.44737141,19.127672,25.67543999,24.02086793,37.81933165,60.71490859,24.56152324,30.52162242,26.80755553,24.51905943,38.81950605,20.87172138,24.77460057,18.80843513,56.13943296,18.02664604,17.42987784,18.71061671,20.28329428,69.576196,43.52540625,115.6410898,120.6381704,73.61784087,106.5394269,117.2069428,91.56865867
400.4821892,25.96870789,24.26785447,18.24225183,18.12546788,25.59440036,22.81554125,27.91435844,28.01617009,26.23596347,34.91840096,24.28731846,17.95328642,22.61865549,24.59425064,23.86135649,21.95163947,25.61012128,23.28117982,21.50022458,25.17367869,28.64650397,28.76703099,31.82811798,23.92798323,29.48345561,34.87123821,19.99101662,20.81898488,15.07860458,27.28776763,19.49693068,26.9928133,24.20122773,39.14732744,60.6707591,25.07561012,31.39766432,28.67495134,25.89010331,39.02530319,21.17008534,24.35169936,19.76568349,55.88111993,19.10091331,17.96676149,19.05599641,20.81299596,71.03458602,43.55442432,115.7044468,119.8397964,73.47731696,105.3563408,117.8537206,90.88785746
400.6985334,26.68441516,23.58745271,17.06487978,17.01599621,25.36004633,22.14801946,27.60267431,27.10857418,25.80902316,34.46291993,22.82486895,17.44917988,22.43906474,24.23798028,23.74613632,22.3946935,23.90933225,23.02641969,20.64090126,24.91783799,29.198535,29.82800502,32.47298242,24.21391452,27.94711549,34.13201573,19.0563214,21.3252713,15.62695064,25.76089164,19.19545157,27.61545924,23.60851025,38.66239499,60.28472802,24.55534749,30.49582986,28.29832517,26.07750679,38.47137303,20.61232317,24.01386789,19.61209004,55.61973091,18.57275004,17.22807572,18.86981176,20.86952598,72.01603381,43.58835518,116.6467372,120.3024765,73.9127165,105.429837,118.6592364,92.36137746
400.9148609,26.39665731,24.63614323,16.146766,17.45922962,25.88449436,22.98616792,28.19696534,27.89482605,26.73637978,34.55515516,23.40989985,17.74957811,22.78277659,24.18146044,24.62877398,22.67223782,23.57202338,23.22419473,21.60517027,25.84396348,29.77988047,30.85652805,34.05183531,24.53149986,28.49615694,34.12552782,19.90876867,21.87341101,15.83946823,25.08935217,20.72528169,28.60227415,23.84247489,38.54560461,60.09697934,24.89480394,31.04149625,28.65828046,26.82702157,39.11524772,20.89698524,24.91027937,20.57789667,55.05641162,18.42902306,18.5388249,19.01708929,21.42683439,70.70133162,44.02390585,116.3022572,120.7083324,74.57166228,106.5755827,118.7341101,91.81570977
401.1311716,26.36202468,24.87788994,16.45718007,18.4890915,24.43865552,23.24830855,29.59730815,27.66380839,27.17536814,34.13799342,23.9560042,17.6453562,23.09562575,24.30912841,24.65429285,21.96172076,23.87061761,24.12171207,22.32497558,25.98863924,28.97861717,32.11476537,35.44990774,25.52769637,30.11686385,34.45927856,20.86616737,23.10575636,16.38120048,24.40102753,20.67079127,28.36788596,24.24906835,38.96884837,61.10930207,23.86193422,30.65957524,27.7549839,27.36784978,38.39936322,19.7952169,23.69839719,20.40377727,54.16549079,18.48185535,17.75245125,19.93415102,22.46969861,70.28040088,44.35761062,115.6785701,120.3907522,75.86815731,105.1210246,117.3045334,90.03509534
401.3474655,27.3804525,24.92153528,16.95407412,19.84997402,24.60981147,22.84693507,30.432926,27.53204421,27.78256197,34.49174074,23.00635546,16.97542506,23.72374723,24.10308236,24.72012469,23.19139699,24.06038047,25.64889082,23.3451238,26.38407504,28.84370396,32.3537994,36.09662015,26.80967055,29.46359308,35.29809478,21.03139301,23.74296308,17.53624323,24.86886961,22.15302934,28.65012206,25.35780626,39.09500459,61.0651275,24.44967938,31.5332114,28.21385107,27.36123665,39.34908084,20.80151449,24.86246433,20.00298913,55.21639183,17.30778811,17.86718289,20.77162317,23.76502573,70.0759382,43.673359,114.513661,119.5738351,76.47837505,104.8053861,117.8984976,90.31022924
401.5637427,28.63662895,25.89610335,16.84400031,19.91575187,24.82928853,24.31240726,31.04944479,28.56700821,27.68092603,35.23372176,23.13518379,17.40448245,23.77091259,26.30327921,25.25826483,24.45164875,25.66684716,27.3096154,24.7315382,27.07613978,29.72594744,31.94185613,35.75904191,28.31946779,29.27798367,36.12191366,20.98256668,23.69847889,18.31517803,25.19497324,23.63589055,29.49809774,26.5008896,39.09661812,61.87525932,23.8117005,32.35606439,28.24422113,27.50230311,40.92011899,21.45022117,24.76810667,21.14571832,55.38294925,19.24134488,18.85245325,20.68017356,23.88483745,70.51385734,44.08680792,114.5422964,120.1365692,76.21853881,105.4796447,118.8102589,89.94999965
401.7800031,27.8548656,26.55100005,16.80933146,20.11050418,25.35666199,25.56036918,30.91954264,29.07362062,25.98173612,34.66231347,23.9753598,16.99350509,24.51532339,25.7850052,25.31968774,25.49897798,25.19899821,27.84440119,24.65205835,26.66052755,29.08059689,32.85685384,36.09942585,28.06624669,29.52498552,36.25988015,20.76976204,23.409584,19.83773187,25.01203407,23.22052699,28.49179939,26.68843264,39.69150918,61.93466022,24.72809973,32.84150604,28.30902102,26.56634785,40.1763602,22.53057352,25.17806939,21.02230315,56.14714356,18.96988343,18.69292536,20.65116539,23.71235428,70.45896905,44.09772364,114.1450925,121.4178579,75.89139337,105.7351946,118.2429557,89.44978129
401.9962467,28.39410396,26.18274439,17.47049575,19.49648833,25.35545837,26.03788352,31.1244911,30.8787082,26.39008081,33.91529415,23.35349485,17.12516391,24.66136197,25.88409757,25.86350124,25.31701188,26.48551048,28.07142808,25.78660826,27.18303961,30.24296807,32.68294692,35.07967348,28.61105199,29.67176311,35.91588458,21.65361088,23.51071353,20.62928661,25.84633763,23.82446432,28.9852187,26.54112058,39.64107458,62.09313662,25.04033448,32.7660188,28.90351991,26.56377654,39.60056846,22.27081431,26.32211291,21.31308485,56.00486073,18.2579622,19.73471924,21.19774539,23.54092148,69.08078568,44.43246806,113.741873,120.8990986,75.52469157,106.4830389,117.9263612,89.84051573
402.2124736,28.62506286,25.50167742,17.9777216,19.89418791,25.46861115,25.26676908,31.3826526,30.34795368,25.44105592,34.20981931,23.58521111,17.71181362,23.87660768,25.72143039,25.15448151,24.27478076,25.6353203,28.38188795,25.74898562,26.53224306,29.47720838,32.14042146,35.24382935,28.79797193,29.48616383,36.60230224,21.20788355,23.44743495,20.98606394,25.6745865,23.43985726,28.89579301,27.0075708,40.68943188,62.16115677,24.75837507,33.33425184,28.33917734,25.41832285,39.84279741,21.28986036,26.59079793,20.93784229,56.2044047,17.97083279,19.30037268,20.76837762,22.75235425,69.3696052,44.61054125,115.1050888,121.3463486,76.38172262,107.4991561,119.3306834,90.41491289
402.4286837,28.98804198,25.64128637,19.14504189,20.24661732,24.95661488,25.64806529,31.44608043,30.55126224,25.12337645,35.51479162,23.61438759,18.90100057,23.7865723,25.8575341,25.62569484,24.4251471,26.11648906,28.66943247,26.11377749,26.31172212,29.49171615,30.95799778,33.43908457,28.75281325,29.11277421,36.77634968,21.53935844,23.35543263,21.53257952,26.72794815,24.43192603,29.05176388,27.86341821,40.95691315,61.97158274,25.2006562,34.15087177,29.0768459,24.94237913,40.20309661,21.87559316,26.06971447,21.86406898,56.84129179,18.23056482,20.51709645,22.77244502,22.82125329,70.33406546,44.50703652,115.3664687,121.3759863,78.009843,106.9741587,118.4318989,89.83635673
402.644877,30.10171018,24.72082569,20.47164599,21.74865103,25.46847394,26.74070385,31.19180316,32.04723281,25.80477922,34.65649792,23.00928421,19.33925904,24.44182192,26.66771265,25.99100912,25.19083449,24.92410961,27.63501668,26.2072541,25.83001917,31.0430921,32.42105694,34.67832707,28.91611468,28.56889483,37.37149796,22.87216989,23.07681813,22.64364601,26.71000662,24.39065985,30.12149284,28.47339232,41.87103068,63.14216913,25.26177921,34.91571903,30.03144761,25.30339102,41.88399173,21.45463972,25.41799404,21.94852415,56.92427333,19.0370618,21.77252666,21.31957188,23.19551411,70.48426596,44.57443398,117.0772138,122.592484,78.58083265,108.0911094,118.5922929,89.46197977
402.8610536,29.08767975,24.2142296,20.98917239,20.92700755,25.55794651,24.70061823,30.68552106,31.76418349,26.81832155,33.65782013,22.46473341,19.88181849,24.11244321,27.96666325,26.90712846,24.47176965,23.95600642,27.21248762,25.14328654,25.6802268,31.69996926,31.03733306,33.2622878,29.45452061,28.73381836,36.80295112,23.34870376,23.66909178,22.2761895,26.1795949,24.13225399,30.24421901,28.45168562,41.42432626,62.46814906,24.18758753,34.37920552,29.13276634,24.62888957,42.14776104,20.48160672,25.60508249,21.67776753,57.52911842,18.85097517,22.13204905,20.97687605,23.63698466,70.25583222,44.84202616,117.1902859,123.3794446,79.32301807,109.5323974,118.8584896,89.16282406
403.0772134,28.95142584,24.19088552,21.14749625,21.75944877,25.53281485,25.00477555,30.30768181,32.54673216,27.73161414,33.56869969,24.48355847,20.09482876,24.27548097,27.75208078,25.94896985,24.29731205,24.53608951,27.38027016,25.81047892,26.07176968,32.24314368,30.70337017,32.58834766,29.76122254,29.38736526,37.72069859,23.29990449,24.08104789,21.73215991,26.73011325,24.71210261,30.07095102,28.86614818,42.04325283,62.69545641,24.36826306,35.06958657,29.3246009,25.07504434,42.61495429,20.51644153,26.10315186,22.05689726,57.60335653,18.50661755,22.15581935,22.11966162,23.47250648,70.72110793,45.70473462,117.4068768,124.6520671,80.50347933,110.397735,119.6848138,90.12621094
403.2933565,28.85838726,22.92156135,20.65180056,21.41983705,23.83523625,24.29482159,29.58108349,31.46064328,27.78189962,33.78467499,24.28795186,19.06489153,23.2300125,26.62366212,24.66510037,23.13589712,24.3051262,26.64221041,25.14186005,25.11025926,32.80711155,29.38117418,33.01182969,30.06677383,28.72580135,37.07253067,21.9886512,23.47182721,20.50822307,25.71960485,23.26779605,30.1821854,28.41528928,40.65715895,62.71244659,23.32344091,35.09061182,28.90372752,24.94607257,42.4206202,21.15947405,25.3383345,21.12100353,57.55808362,19.00168996,20.72942858,21.99689488,22.9126307,71.49952599,45.71946746,118.1175549,125.0291964,81.84122666,110.0772158,119.8308671,90.61113172
403.5094828,28.88914958,23.00643131,21.88371194,21.13914268,25.4761379,24.17055398,29.55229236,31.75425764,28.59725634,35.50608628,24.48659913,19.59894008,24.63496094,26.77896161,26.13928069,24.68395484,24.73708907,26.20552596,25.63140026,25.42024345,34.29987027,29.66546137,32.86386596,30.62325761,28.99817825,37.1670485,22.11419029,23.13754175,20.44770764,26.93836429,23.30936543,31.07110326,28.16597201,41.25217367,62.95785144,24.40586271,36.16301858,29.32940462,25.24634961,42.51221397,21.79262469,25.55963455,21.51177234,57.52021861,20.288995,21.34270888,22.23011952,23.66129344,71.73949046,45.58364846,119.7597229,126.4601562,82.67479091,111.9075878,121.6870463,92.21065997
403.7255924,30.96425546,25.04235783,23.5489028,22.08345858,26.94572732,26.01727106,30.90140191,33.35678955,29.95586588,36.28972754,26.24135764,21.41119886,26.41488809,28.38657667,27.2736589,26.56109092,27.26204465,26.96622305,27.01951193,26.84598147,36.65865056,31.43087476,33.84253819,30.68278086,30.96562184,38.71573798,23.88366627,24.35506791,22.29593092,27.30098653,24.80938977,32.19194928,29.73314568,43.20430137,64.72071161,26.5699724,38.09471757,32.0129533,27.06460252,44.5939114,23.42319569,27.34812669,24.27308502,58.99079059,22.45853032,24.06129588,24.06061269,25.53083923,72.73112344,46.94203809,121.286175,128.0709425,86.31978794,114.4624655,121.8798677,93.81575711
403.9416851,30.46609484,25.49765334,23.40993688,22.69987053,27.80587474,26.03913794,31.56996817,32.25778173,30.60163457,36.2572153,26.87395479,21.64185143,26.89620758,28.05335275,27.27045908,26.2603172,27.31159303,26.59882937,27.8524033,27.4181367,37.33141824,31.18964773,33.56125587,31.24022226,31.79114743,38.80954308,23.9244484,25.04720289,23.08491126,28.43704483,23.52322382,31.72169175,29.49641258,43.8885742,65.25732319,26.99668231,38.29300858,32.4216432,28.06346766,44.77801154,23.31215946,27.94883207,23.98446351,57.8309597,21.03630577,24.573151,24.71273669,26.00609592,72.88328748,46.36807466,120.4226682,126.9791498,87.09338081,115.1426876,121.9641797,94.03625182
404.1577612,32.02808081,25.0132425,23.20756868,23.10296967,26.80282417,25.59524209,31.84436205,31.05517597,31.91007168,37.09777995,26.37302955,22.06837825,26.04649292,28.38253733,27.72611153,26.04179937,27.60139734,26.09074634,27.62486506,27.42840668,37.79980019,30.78630289,33.36238861,30.81044113,31.2972288,38.28457634,24.90462046,25.68106691,22.27422372,28.4938414,23.35508009,32.55308735,30.27068345,44.15418966,65.48031728,26.21613104,38.96514037,32.39484783,28.35772859,45.29136857,22.40430197,28.54010634,24.3977176,58.1657626,22.16359016,25.47991498,25.01726554,26.20741446,72.52264635,46.99445491,121.1176001,127.5497683,89.72918245,115.4055558,122.4673296,94.88939996
