A,burntumber,rawumber,vandykebrown,burntsienna,rawsienna,redochre,redlead,cadmiumred,alizarin,madderlake,lacdye,carminelake,vermilion,realgar,yellowlakereseda,massicot,yellowochre,gamboge,naplesyellow,leadtinyellow..I,leadtinyellow..I,saffron,orpiment,cobaltyellow,cadmiumyellow,chromegreen,cobaltgreen,cadmiumgreen,greenearth,viridian,phthalogreen,verdigris,malachite,bluebice,cobaltblue,azurite,egyptianblue,ultramarine,phthaloblue,smalt,indigo,mayablue,prussianblue,cobaltviolet,ivoryblack,vineblack,boneblack,lampblack,gypsum,chalk,leadwhite,zincwhite,titaniumwhite,lithopone,fresco
349.835150554041,81.767922600805,81.3112192776863,66.1498708010331,88.762694549606,78.5709993389821,99.5012318971202,99.2909079983166,83.4985878252507,108.070428459827,84.3038278949575,60.1886905834978,98.263325521303,113.268433387416,120.070909200167,100.835286340964,68.8540352142297,110.52821344871,74.4907157021809,100.847304849467,116.441319632232,82.6332552130272,109.668890090738,99.8437593894589,65.8073433086941,90.9079983174087,77.6756204555005,120.491556997775,64.7136590349131,61.4205877050651,129.607595697372,61.8532540111773,66.3601946998363,69.8996454539985,106.4118742864,144.564629529474,69.5030346733967,110.990926026079,52.6170302265481,109.518658734449,103.912024517755,88.6725557358328,68.1088876870384,115.197404002162,71.3959497626332,77.8679165915501,76.449732588185,80.1514332071374,85.4636139655058,95.6673276846335,115.978607054864,75.9028904512944,74.4005768884077,81.5636079562521,66.2880836488187,148.380505979206
350.055410179055,59.1993373826612,68.2551076753167,55.6156819436771,79.4091662065154,73.8487023743787,86.6206515737153,86.5709552733288,81.3914964108224,99.5913859745993,80.7675317504135,52.1479845389283,76.5102153506352,99.6300386526775,117.29431253451,92.1535063500819,58.315847598012,95.5328547763658,67.8023191606844,87.713970182219,107.426836002207,80.6681391496407,103.21369409166,82.987299834345,65.9249033683035,76.3556046383212,64.5554942020976,109.641082274985,62.1203754831581,47.03478741027,103.804527885145,43.7713970182221,53.0093870789609,60.1380452788511,95.2678078409715,131.115405853119,55.8255107675318,100.552181115405,62.2032026504685,97.1893981225835,91.6786305908325,76.9574820541136,56.4108227498626,90.3478741027048,66.0353395913849,59.3484262838205,67.3053561568189,64.1744892324671,72.6449475427931,93.7217007178347,112.241855328547,70.7509663169515,67.3605742683597,76.6703478741022,69.955825510767,131.678630590832
350.275652820145,56.8961346814375,61.9999032460927,42.8136035992451,66.7408446616027,63.0013061777368,72.2413042426581,86.9140341541281,73.8232306129357,95.8686081950554,78.8737845290499,45.5614145421116,70.8673987712255,93.0724202989691,110.1833486527,89.2893425572049,51.6569106477672,86.9043587634844,57.0751294083497,79.8026220308641,96.6958540951083,69.8563204489377,95.0171738183919,71.5108122490439,60.4615161337129,73.6248851047361,68.1921532581872,93.6045667843831,57.317014174447,38.6289971457592,90.8809443181261,36.2101494847857,52.6679889700538,50.9893086933382,82.081176527502,117.701127183009,47.3368487252673,96.270136906777,65.8168448551101,100.05321464854,78.7480044506786,67.8631899762954,55.5222292100048,81.4813023075797,60.0551497266692,50.6748584974114,60.9791495331619,59.0537467950258,64.4622901649645,87.0156257558892,102.989695708964,71.9220163514099,63.6689081321654,77.2338058149095,66.63441536452,119.012142615257
350.495878478237,56.8162574089754,64.7043094612053,49.1153794732386,69.5931191229555,64.0046347876466,77.2672578991927,94.897277062257,81.6212843709612,94.9774945407549,85.173136057756,45.0421141762107,65.4574624537637,92.8651009403268,112.509470118988,91.9871652034398,52.7429921119479,90.6591202816521,57.444627657204,82.0312848166137,95.9712999688037,55.5461473327687,102.883372699317,83.4306341637323,58.4206069789199,75.8768216052408,67.4539863630282,96.599670217032,60.9697401845,44.1597219127408,93.8589063683761,43.4956994518477,62.0170239315472,50.505815767191,87.6643344177547,115.900886848789,54.3829938945587,94.9997771736706,71.3489905967281,100.628370248227,78.5106288159002,72.0174695842061,57.8679976826066,83.6356343865586,57.8724542091885,56.5310397076517,56.1745175809972,60.1943045590259,62.8593074557683,93.3107535986447,103.854895494451,78.0738892107488,69.1385534114708,79.0275858995496,65.1499621195237,126.204376309103
350.71608715426,65.7856901217862,69.0925236806489,59.2481393775372,83.186738836265,68.8134303112314,92.9423207036534,99.5559878213795,85.6393775372124,98.6425913396484,91.2635317997289,58.6265223274691,70.3569012178622,102.245433017591,114.83846414073,104.106055480378,64.0646143437077,105.429634641407,66.4369079837617,88.0074424898511,104.368234100134,62.0517591339647,104.165257104194,86.3667117726655,74.4544993234093,80.8482746955345,76.0994587280103,106.06393775372,77.8078484438428,58.0091339648168,100.549729364005,59.52300405954,73.5241880920156,61.9418132611635,100.389039242219,127.346921515561,72.0526048714478,102.951623815967,86.9967861975637,112.250507442489,97.0906630581862,87.1913058186741,72.9956021650883,87.6057171853853,66.2931326116364,61.8868403247629,62.6480040595399,63.658660351826,65.9125507442484,100.909167794316,109.484945872801,85.2968538565626,75.7188768606224,90.2148173207035,65.5023680649523,128.108085250337
350.936278849143,70.1889117043119,71.852156057494,61.4907597535932,85.5934291581105,72.4353182751537,94.320328542094,104.907597535933,92.7268993839832,102.151950718685,92.1560574948657,63.4496919917859,77.0841889117043,104.47638603696,118.895277207391,106.443531827514,64.2997946611909,106.607802874742,73.2772073921968,90.8090349075971,108.193018480492,68.6981519507183,107.408624229978,95.1950718685827,77.2197125256664,90.2094455852152,81.7535934291576,111.708418891169,79.9425051334698,68.3490759753588,106.353182751539,63.199178644764,78.8254620123195,65.3880903490753,106.143737166323,128.106776180697,81.0266940451743,104.201232032853,87.6386036960975,116.275154004105,105.396303901436,99.6796714579055,71.4250513347025,89.6714579055436,81.7330595482536,61.8644763860368,69.5441478439422,67.9096509240236,67.108829568788,104.673511293633,111.560574948665,93.9425051334696,88.2176591375767,87.3470225872686,66.5503080082131,139.203285420943
351.156453563814,67.8387818374476,68.407833287547,63.6081786429102,76.7434559083238,74.0669518464741,84.9809662101169,100.455241160079,82.4378949020837,97.4647776774851,84.2392370786072,58.6436953023819,76.1626309799462,101.471684784741,108.465130881833,97.3313449236682,62.8742984969193,103.559514932694,71.1471292335465,82.3908009889724,102.472430438365,64.9346571955575,103.814606962049,93.8777912954747,74.2514030061607,85.9503159216672,74.7576625721124,104.913464934656,81.342961422236,65.4683882108234,98.0613005769,60.547074290648,75.5818060515673,64.7816019779442,97.0448569522387,119.206467564067,75.5425611239751,103.249480004709,82.1671049016909,110.75703465327,96.1775440524306,90.9187237549549,68.5098700992902,85.5892625878103,78.5644205486437,66.5672461834306,64.7227345865545,65.3545779208031,65.5586515442873,97.1704407205365,106.047643342097,95.1297044856949,84.0469369334013,88.826969114242,57.5252148659784,133.075624975471
351.376611299201,68.8018979833926,67.4117734282318,58.6854982206402,74.8517200474493,76.0824436536179,80.0785883748513,94.1651838671403,75.7006227758007,97.2197508896797,76.1491696322655,58.6706702253854,72.7127817319099,97.1011269276391,96.9602609727161,91.8890865954918,57.5103795966785,93.9650059311975,61.7104092526691,73.1983985765124,97.08259193357,64.7093712930011,101.579181494661,84.1451660735463,71.4375741399756,76.8497924080665,69.5062277580067,96.689650059311,71.7749110320281,65.2617141162509,90.3618030842227,61.914294187426,67.1522835112687,59.745699881376,90.0763641755632,108.31109134045,73.5246144721235,94.6359727164888,79.0109727164883,105.582740213522,90.3655100830362,88.0968268090153,65.4359430604986,74.484727164887,83.8486061684455,58.2517793594303,60.5575326215892,61.5398873072354,54.2630486358241,94.6285587188606,99.3512752075919,91.64071767497,78.3288849347567,83.0849644128113,58.4816132858832,125.315094899168
351.596752056232,60.2122765244765,58.3316518019283,48.8316719803058,63.1784979216272,63.1018200895918,71.7018443036437,84.5191492796313,62.5812179668267,86.2706323903304,64.3811291819684,42.9395859397066,64.2075951410473,83.8330844666855,91.0771217563254,84.34965091408,42.6732313652689,78.9499172686546,55.5873925501433,64.6313410549254,84.1801525485287,54.1829775212881,97.9418055611597,68.9939061301906,62.9242503732993,63.1502481940356,62.500504459421,75.148311069857,57.5204810525038,50.6921183260013,80.8507203680533,54.5502239799833,52.8552403244679,39.9652931918154,74.9263489244924,95.5647927680697,60.0024214052223,83.4577666572502,66.91956898987,94.6930868880905,69.9422898422045,75.8141975059528,54.8690423342349,62.8314298397834,67.7791678437381,43.4803664393232,43.8395415472776,48.8962427862297,41.4463860527055,90.4273780217114,86.5450583155092,84.7612898018482,60.6158440615036,77.5455022397998,52.3346382017029,122.208321562612
351.816875835836,61.8504901960784,58.1944444444435,46.5604575163397,56.6748366013071,63.2352941176471,70.8251633986921,80.0816993464045,65.204248366013,82.8104575163398,66.973039215686,42.0833333333331,70.4616013071898,85.4411764705881,97.9248366013065,82.5653594771236,44.1503267973856,74.019607843137,49.6282679738562,62.6062091503266,89.0318627450978,52.18954248366,92.2875816993453,64.2075163398688,59.6037581699339,61.8504901960786,65.4411764705879,66.1887254901954,52.1691176470585,48.3905228758164,83.272058823529,53.4109477124184,55.94362745098,39.2851307189541,74.0890522875813,101.830065359476,55.8496732026146,76.3521241830064,62.6919934640517,85.1225490196074,66.0171568627443,75.3063725490196,47.5204248366016,63.7050653594767,64.2524509803916,43.7459150326793,39.4362745098035,42.165032679738,36.3766339869277,80.6454248366008,91.2132352941177,80.4861111111108,61.25,73.2883986928103,46.707516339869,129.648692810456
352.03698263894,61.4731879787859,53.0033392260845,46.0538204674916,53.0229817324691,54.0718915733648,61.2178353957961,71.8051463366721,59.4892948340209,68.0455706148104,58.3814574739735,43.127087016303,63.0642309958755,76.1422117462189,87.9434295816142,70.6187389510897,41.7442545668827,62.3492437635039,46.5527401296405,60.5657041838535,81.6381850324098,41.1510508740915,81.8071105873099,54.3429581614611,49.7623256727552,55.7532901198195,66.4073855824,60.8446277745034,44.0424278137887,39.0807307012371,76.2522097819679,44.8281280691419,45.0677666470237,39.7210764093495,63.3863681005693,87.5623649577683,56.1618542526027,68.3205657041839,48.4423492437631,72.7715576507559,59.7603614221167,64.1484973482617,42.738165389904,58.8646631310152,58.8293066195242,44.1642113533684,39.7642899233939,37.3836181496753,30.7444509919462,70.3555293655466,86.3916715772933,77.607542722451,62.3256727558437,69.1534079748576,41.3946179532506,127.900216067569
