A,burntumber,rawumber,vandykebrown,burntsienna,rawsienna,redochre,redlead,cadmiumred,alizarin,madderlake,lacdye,carminelake,vermilion,realgar,yellowlakeresed,massicot,yellowochre,gamboge,naplesyellow,leadtinyellow..II,leadtinyellow..I,saffron,orpiment,cobaltyellow,cadmiumyellow,chromegreen,cobaltgreen,cadmiumgreen,greenearth,viridian,phthalogreen,verdigris,malachite,bluebice,cobaltblue,azurite,egyptianblue,ultramarine,phthaloblue,smalt,indigo,mayablue,prussianblue,cobaltviolet,ivoryblack,vineblack,boneblack,lampblaxk,gypsum,chalk,leadwhite,zincwhite,titaniumwhite,lithopone,Linseedoil
362.36287,18.76449924,13.79333201,362.36287,25.72413336,21.60137867,14.87373235,14.88036058,37.94326241,32.07785345,18.41320342,39.43461258,23.64287135,41.00550143,25.80698615,30.24126732,24.33883476,27.33479154,37.72453105,38.02942931,43.61039305,43.82912441,27.71922847,27.16245775,28.12355008,9.67389143,8.165970703,29.80049049,29.0813283,21.65109034,20.35527275,16.31868496,28.61072446,34.29773978,21.17385829,41.63518261,-0.099423345,15.73871545,21.32962153,24.32557831,29.02830251,2.614833963,20.79273547,11.11552993,17.80672102,2.531981176,21.9559886,2.478955392,-0.175647909,27.11274607,35.64326904,69.91118181,50.88155366,26.41346855,57.17505137,77.78219659
362.582163,21.40181028,14.74752163,362.582163,32.20052386,27.98978814,16.56112198,16.52465104,38.90786115,27.35299111,22.98995391,39.14989556,25.63575478,42.05762408,26.63704784,32.62491297,29.26295547,29.19996021,40.58552435,42.31292066,41.73270117,42.72736315,32.90341832,32.04469348,34.2130566,15.3675276,12.47969232,33.00288452,31.89549418,25.62580816,22.82086138,19.17045191,33.79529856,38.92443884,25.40698253,50.66145022,5.633102351,18.50402838,22.33016147,28.68936706,28.6097941,11.66738503,19.3362289,15.08570671,23.07284241,5.550213852,19.59484102,7.307450018,4.953416664,21.6935778,41.95152681,75.54457743,52.54136136,24.74387454,61.89781506,80.96216969
362.8014391,24.48656645,8.906395129,362.8014391,24.24232,28.28098662,12.80057794,21.1703189,36.92593484,27.58773878,24.03247446,38.92118752,23.24469366,42.47480133,25.75940005,37.51763047,36.13127387,30.07327393,40.0529774,41.53221645,40.70659465,36.1931955,30.47232447,32.17516942,34.51443118,20.46166019,20.37221783,33.88489456,31.84148062,24.75489353,27.65833018,17.386219,30.10079466,35.95926932,22.96260621,56.36588806,4.950290688,20.85383054,22.14042451,27.84409508,31.29450617,10.80876535,24.04279473,12.79025766,24.25264027,-1.754446317,15.67993395,11.24909698,1.517080051,20.67494582,43.75107503,78.06942103,53.97846503,28.04362035,62.43420826,78.99480546
363.0206983,22.49871112,8.004811823,363.0206983,18.4120983,23.92163602,11.89551469,15.20879876,34.6588761,28.32417332,21.15140058,38.8864066,22.15157244,40.73895858,20.77676577,33.32875064,33.10534456,22.80804262,32.55542189,39.61849115,35.93400928,31.96081801,26.15569686,29.46554391,25.63670734,14.09864238,20.97954975,29.92266712,25.4236123,21.15827462,23.299536,14.60044681,22.56745145,31.01220141,19.63567623,52.78570201,4.454373604,18.33304692,13.40780203,28.62347482,29.97078536,4.856504554,16.29145901,9.874548892,26.55439079,-3.986939337,13.69994844,9.451795841,0.756143667,12.70321361,35.62467778,69.37618147,55.49407115,29.35899639,59.42945523,81.96253652
363.2399405,14.50347787,0.776972029,363.2399405,7.026047062,19.54639633,8.139706971,13.19742489,27.6417049,25.94613238,9.638153026,34.98224064,18.17004588,34.81204677,19.72029007,30.250111,28.5666716,16.71229836,23.06866953,38.17522569,36.18099748,24.49681811,24.98150067,23.68654728,22.93177446,10.99230428,13.54151251,27.20882048,16.06482167,13.49341424,17.57806719,11.7248779,17.55956786,26.26535445,10.89240787,52.92659464,-2.804499038,10.7888116,14.43318041,29.75432884,28.70356667,-1.409649253,10.27453012,4.713630309,20.31226876,-8.813082729,6.522865177,8.202604706,-1.687139263,5.209412461,28.34467959,69.48719846,47.08820482,23.47565488,55.26861033,79.3806423
363.4591658,11.5014102,-1.897366397,363.4591658,1.146478151,13.97018424,6.772645691,14.49397458,22.27024651,25.86027462,13.77971503,28.20409509,13.08376983,34.27346984,20.80876158,21.18603714,24.70971759,11.92630307,18.02864364,35.65070877,29.2956302,20.0139189,23.68411414,19.4022197,23.9881323,10.12050841,7.64440863,22.46071572,11.52338742,13.26325043,14.54525475,8.417274093,16.38401524,23.28852423,8.259770704,50.06410022,-3.681183839,6.252518223,18.33632468,25.02838724,28.51177613,-4.966851031,10.64796161,5.714076407,17.01402879,-13.15336435,3.362514194,11.07285447,-1.146478151,2.585985861,31.63254093,65.36390608,45.56975935,19.28867074,50.23991795,78.20592652
363.6783742,5.896724042,-4.804738108,363.6783742,-7.84008884,9.690912456,6.122524523,11.80825467,18.84878771,21.08951252,12.00074033,16.80918009,9.661299278,28.04367944,14.82139552,8.80251712,16.59818619,2.765130483,12.82990931,27.65500648,20.7995558,9.350360911,17.24597446,13.97741995,12.01924857,4.597445863,2.480103646,10.37941884,5.533962613,6.955395151,8.876550065,1.095687581,17.13492504,20.50342402,4.449379974,36.30205441,-7.377382935,-4.171756432,9.146770313,17.40144364,23.13529521,-9.302239497,2.91689802,6.592633722,12.91134555,-12.23394411,-3.338885804,5.223024246,-6.451971127,5.64501203,25.37479178,63.12048862,43.26115121,13.5739404,49.52063668,73.59615029
363.8975656,10.02881439,1.28610584,363.8975656,-6.300513037,18.65556258,11.24815518,13.7676576,22.23276407,21.583212,15.64059315,18.74341134,15.155668,34.79865064,24.11975543,13.38112306,20.87286528,7.558507274,19.12291798,33.37901469,24.95256167,16.45934359,24.00028112,16.9688664,22.37332209,8.429966969,12.44992621,15.74601167,19.23185045,9.754726263,15.96387659,4.237824162,13.38815096,28.50867946,6.599198819,39.12080961,2.544100077,2.526530325,20.01194743,15.74249772,22.78445428,-3.39447607,7.382809755,9.501721836,15.08890294,-6.405931548,-1.022559561,11.17084827,3.970763933,16.18525546,28.79330944,64.25961065,44.0368262,24.89985241,48.06029939,66.80371073
364.1167402,17.70372207,4.472854765,364.1167402,-2.43651946,28.37766052,14.4668343,16.82190034,24.20228778,22.55009975,32.79739349,24.13854163,15.45844105,33.96607288,28.03768106,18.36597372,31.99348373,9.597336828,26.54672947,37.23129228,30.85667741,22.57321953,28.46973829,28.10496866,28.90179552,20.05170521,18.48638311,22.72904345,22.42093707,12.22509473,20.14024153,9.933774834,15.10429578,27.85706697,6.835003719,45.7803591,1.551156284,9.682331692,25.50908383,19.36466338,23.0548571,-2.454226724,8.729680915,11.7859546,24.27665829,-4.752629529,3.251053582,15.1255445,10.72351879,17.60101994,32.19534653,67.75507313,55.33873995,32.23076106,50.37008181,69.6745405
364.3358978,14.24205379,5.652425685,364.3358978,-3.342555656,24.39840432,13.852786,12.22815596,21.77647664,19.30964716,32.09368164,14.357869,13.62437267,29.85137048,26.22249389,14.55089435,29.89962682,9.220177583,24.74263287,33.77943637,25.52116845,22.13679063,24.39840432,25.40535324,26.38013126,18.25698108,17.37871574,18.84892549,20.32556942,8.846995239,16.9154549,8.940290825,11.2952001,21.66709561,9.136533265,37.32145155,1.283618582,10.67751898,24.9710462,16.96371123,14.25170506,-2.564020075,9.728477673,7.360700039,24.43700939,-5.279243341,-0.057907605,13.02921117,12.83618582,11.17938489,33.55424012,61.42388367,54.3688071,30.57521554,49.06060996,73.49761935
364.5550384,10.5556649,3.588532441,364.5550384,-7.842944302,26.88119137,16.76835269,14.68542938,23.86669291,22.28891921,32.80850226,14.38365151,17.51623696,31.5456275,29.21012924,15.17745851,29.46270419,6.50134488,27.95709506,33.41861838,34.33707275,21.54759562,25.77248573,23.55835465,24.50961097,22.45292921,16.61090337,19.04808765,22.89903562,14.64934724,19.72052746,7.964311487,16.9323624,19.74676901,10.29652955,33.19228498,4.080561569,9.053335957,26.56957292,12.39257364,21.35406416,-4.703798465,11.9661484,2.004198649,20.01246474,-10.45725907,2.712720593,14.52141967,11.25434626,17.1554156,30.11874303,61.47739946,52.02387981,36.24942597,44.13829299,66.45345404
364.7741622,12.31652644,9.506847633,364.7741622,-0.196523982,27.35982313,17.65338083,10.19468157,22.46207701,23.34783005,31.23195971,11.98796291,19.95025487,31.12755635,31.37628201,10.93471719,19.83663944,3.172019898,26.53073758,30.76521526,30.54719646,23.44469692,27.51949886,20.13756679,21.74660689,18.26444758,8.883498127,13.63999263,25.4682798,16.7475281,13.95013204,5.978628017,20.96051096,21.04034883,7.283670085,30.2739053,7.891666155,5.241663084,21.71897071,7.249892526,18.95228152,-3.086040656,9.205920285,2.834244304,17.69637045,-8.871215378,2.299944728,9.881471473,12.21212307,15.22139655,27.71602285,55.79438678,49.73899159,32.97611005,44.31308727,65.84167537
364.993269,4.569892473,2.532711491,364.993269,-8.207021635,17.44720819,8.514703977,6.12125923,18.84959192,15.89732114,24.94170229,4.391760591,12.28462236,21.67379194,28.79906724,1.301982122,13.89104806,-2.254178002,22.42518461,22.13369607,28.55616012,16.89661873,21.78390983,13.240057,22.13693484,16.90633502,-1.745692447,9.334110636,17.13628708,9.917087706,8.482316362,1.127089001,14.82381137,14.27646068,2.966705532,24.225936,1.12385024,-4.618473896,20.04469491,-1.152999093,11.94779116,-6.581163363,4.867858531,-3.19989636,5.191734681,-15.54605519,-4.900246146,-0.229952066,3.407177095,14.66511206,25.14898303,55.05894546,42.44073066,26.78131882,41.34926804,65.52986138
365.2123589,8.680845979,0.31664476,365.2123589,-5.589078743,17.83964631,11.19309356,6.849683355,20.29812403,15.83325456,26.81025212,13.09893655,12.8450233,22.82530768,27.88266221,5.627912534,16.26837137,-1.224758036,25.69303382,16.80308281,28.08579281,20.90452862,22.22786474,11.39622416,27.83486677,13.0690644,0.370414625,9.424662445,17.74704266,9.379854224,11.97873103,1.000716932,18.91504361,16.11901063,3.085792807,23.70354881,3.211255825,0.400286773,18.21603537,-2.422631139,14.28187358,-4.28366591,3.363603776,-4.776556339,9.176723623,-12.78527901,-0.247938822,-2.61978731,3.686222966,18.14732943,25.05974429,51.44282471,44.15402079,27.5361453,41.36097503,66.45955311
365.4314319,10.38901741,1.114087422,365.4314319,-5.8535249,21.89821015,11.64312675,6.26750274,21.31681481,17.81943993,26.92377937,15.91988311,18.74771703,19.73700231,28.41227323,6.605381712,19.74309022,0.216120784,27.13076829,21.51467186,29.56897601,23.6758797,23.91635212,8.961402654,24.72300012,15.88944357,-0.334835018,11.50310483,21.88299038,12.76330208,14.4222574,1.81115305,18.64117862,15.71289419,4.964690125,25.85535127,7.941677828,3.890174114,16.1086083,1.765493729,13.99914769,0.185681237,3.190064532,-5.460854742,12.91245586,-13.2259832,-1.044076464,-6.230975283,4.270668452,21.85559479,22.2513089,51.27237307,45.58626568,27.18860343,45.15402411,69.18604651
365.650488,11.8685497,0.24141469,365.650488,-3.017683626,22.3368942,3.932041765,6.998008329,19.4067234,24.77951302,21.04230792,16.44939345,16.27135011,21.4889251,27.69630032,6.548373469,17.02275333,-0.844951415,25.17049912,19.95594182,31.2752731,25.62918704,22.68996318,6.844106464,23.68579878,12.26084857,-2.09729012,14.54221739,21.9687368,12.53545778,14.21932525,-1.146719778,13.61578852,14.08654717,4.725692558,23.74917014,5.480113465,0.522059267,16.28342085,-2.015812662,15.6829018,3.047860462,4.496348603,-6.747540588,13.70330135,-14.91641016,0.259520792,-8.374072062,-0.159937232,22.96155471,21.62773855,50.67294345,38.56297906,24.44323737,40.13519223,72.74729917
365.8695272,10.86196127,4.06620862,365.8695272,-2.31105559,16.49906309,8.291692692,9.312929419,22.52029981,25.91683553,23.2792005,21.57089319,15.70268582,22.40162399,26.99875078,3.326046221,24.15365397,1.520924422,25.1561524,22.35790131,28.10430981,26.7270456,22.91380387,9.80324797,22.19862586,12.89194254,0.346658339,13.58838226,19.00062461,19.18488445,11.34603373,3.482198626,18.47595253,13.19800125,10.73703935,26.85196752,6.361648969,0.865084322,14.41599001,2.014366021,23.33541537,1.570893192,8.266708307,-5.318550906,16.21174266,-11.01186758,3.963148032,-13.37601499,-2.723297939,25.02186134,23.3572767,56.17738913,39.13803873,19.77514054,49.04747033,77.88569644
366.0885494,8.870943975,5.139842622,366.0885494,-2.602340043,10.43588459,6.790250803,10.47419764,20.90713507,29.75818811,18.13680705,17.90398161,16.88721228,24.51150865,27.4321417,4.632931538,19.57501989,4.270431169,19.0268486,22.24809172,26.29159176,20.93071233,18.78812885,6.760779228,20.22044738,10.02033539,-5.534761722,12.43995167,14.3290796,18.02776222,14.9597713,-0.008841472,17.39707053,18.27827061,9.902449088,21.20185081,3.12988123,3.038519348,13.37420058,2.24573399,24.35825646,1.482420206,6.958238779,-6.015148389,9.551737349,-4.070024461,8.452447614,-13.12074504,-5.71159117,28.32513041,24.99189532,53.0900946,31.72320297,17.43538357,45.55716012,77.56034305
