A,burntumber,rawumber,vandykebrown,burntsienna,rawsienna,redochre,redlead,cadmiumred,alizarin,madderlake,lacdye,carminelake,vermilion,realgar,yellowlakeresed,massicot,yellowochre,gamboge,naplesyellow,leadtinyellowII,leadtinyellowI,saffron,orpiment,cobaltyellow,cadmiumyellow,chromegreen,cobaltgreen,cadmiumgreen,greenearth,viridian,phthalogreen,verdigris,malachite,bluebice,cobaltblue,azurite,egyptianblue,ultramarine,Phthaloblue,smalt,indigo,mayablue,prussianblue,cobaltviolet,ivoryblack,vineblack,boneblack,lampblack,gypsum,chalk,leadwhite,zincwhite,titaniumwhite,lithopone,cardboard
362.8014391,-2.412991786,7.817228707,-0.559338521,2.710224816,-3.053393861,4.047773454,26.89418504,11.23540856,6.666126243,32.76318634,3.839710333,8.884565499,27.1806096,7.365974924,19.64980545,27.4886511,23.77323822,11.45428016,21.10894942,21.17380026,23.16526157,15.43450065,28.70190229,26.20244272,37.62970169,34.88705145,21.53858625,15.64256377,22.82209252,52.15358841,18.34198011,7.752377864,21.27107652,12.05685257,54.57198444,16.28837008,18.0771725,33.13607869,1.445633377,53.43439256,9.833009079,2.494055339,16.93958063,92.36651535,-6.6012754,3.618136619,-2.712926935,20.32803718,93.62029831,93.02313013,123.5678772,48.00853869,50.00270212,85.10592304,120.4430466
363.0206983,4.31372549,17.62759004,2.461410096,12.80489501,6.800166875,11.361424,33.90070922,19.12112363,12.82714504,39.86928105,12.37658184,12.10958142,34.52092894,12.3543318,24.6725073,37.29662078,31.5199555,19.52718676,29.17535809,24.97566402,33.96745932,28.75816993,37.06299541,32.89945766,48.38548185,44.08010013,32.04005006,23.91044361,34.6266166,61.96078431,27.99054374,17.09080795,31.2946739,21.99137811,70.48811014,25.26213322,27.28410513,48.49673203,9.116951745,63.67681825,15.8698373,9.726046447,28.21026283,101.3266583,4.739257405,12.54623835,5.921290502,29.0585454,110.716173,105.9796968,134.9965234,53.28327076,59.49381171,87.38144903,117.2395989
363.2399405,4.925203867,14.06005292,1.020683696,14.22206621,12.14829616,11.20591889,35.12448021,20.14365178,14.24366798,35.65372361,15.7719933,11.61635254,37.02543609,14.76751094,26.34065993,38.52675919,25.23086893,18.39660852,28.2902198,25.19576605,36.55829778,27.67456931,36.50969379,32.53766809,41.81562888,46.27099422,33.38823784,18.33450343,35.02187179,61.77026516,24.71782686,15.32915699,29.04898202,23.52702922,68.32910299,26.35146082,26.6646865,48.73359615,8.991737322,62.52362694,15.40746341,12.46152184,26.75649403,98.58508398,3.864016849,12.32111033,7.644326835,26.00043204,109.6667927,102.8217314,131.5547875,57.90894853,56.88286439,85.1865853,118.9960763
363.4591658,3.648934127,17.06768361,2.82037916,19.97860024,16.69455952,16.45038273,37.75686576,23.74825098,13.86594968,35.79796428,19.62742462,17.01006886,38.22601443,19.10614832,36.14365278,41.60607973,28.56045433,19.22686493,30.31358885,29.4164449,40.3550166,26.62075777,41.26862191,35.80619496,49.40601937,51.25792203,38.06140086,21.19674065,39.64992181,63.93865401,26.18453181,10.79590661,35.79247716,24.11863151,78.16400999,24.74141952,32.69225493,54.22370984,9.49271585,67.8070729,18.9717139,18.33246454,28.36291805,101.843672,6.529671596,15.44349639,13.5806195,31.73200911,115.4928805,108.3239595,134.5222091,59.76570002,60.6134599,86.83914511,119.0632524
363.6783742,3.907782865,17.87388271,4.39557445,15.62840637,12.26019185,12.69075649,34.34979289,27.76869414,11.22193155,36.8677785,18.46795291,12.85698714,34.56780031,16.71026815,38.80531938,43.8412906,29.0413124,17.11358186,28.19653368,29.96239372,38.94974929,27.1146719,41.41595814,32.73108786,54.38739917,53.95955963,36.14017877,21.26662307,44.05929802,63.11859603,23.42217135,13.52190974,38.38565511,25.4441901,80.61369087,25.38968825,32.25964683,55.13407456,10.95214737,68.37802485,19.09199913,18.81131458,25.30248528,106.0469806,9.886636146,14.77272727,9.804883366,32.61663397,122.7572487,110.6060606,134.5378243,56.31676477,61.9059298,87.49454981,115.8702227
363.8975656,0.916079608,12.51975464,4.285752551,10.86973991,13.58315699,16.58318378,32.12707256,24.16093001,6.25987732,34.88066858,17.10818847,9.747408459,35.99764284,15.17156403,39.77981946,40.86465058,28.05828623,19.08499183,22.73591728,31.92349932,38.91195457,27.41810195,39.90839204,28.89936517,49.55937107,46.97988375,35.97621407,17.28229716,46.51112956,62.5987732,18.77427477,11.68939008,38.81016795,22.22430557,71.43813784,22.58859454,29.82883776,53.84512362,5.820587684,68.88275788,11.62778239,21.24126108,20.03053599,102.8098465,9.474191734,8.67061313,8.035786034,26.38416414,124.2145019,109.3804409,128.0984652,54.72906008,57.71569389,83.35520853,115.2104102
364.1167402,-2.698700016,8.82562668,5.493390379,7.706653502,12.73106248,14.23399704,27.90302232,21.42230267,2.523174812,34.92951566,12.27579398,4.953101859,30.7251385,14.856563,36.55860896,41.27036367,26.33975097,17.11645,18.71537491,29.08507487,33.24557073,24.15117108,43.85661785,27.59311064,45.25259174,39.4739729,29.99012671,16.58987439,42.95156601,58.42520981,15.15824694,8.902418957,43.19565575,19.65333772,67.47572816,17.42361911,25.97773024,46.07536613,0.04113872,68.21073995,5.737480116,17.18501454,13.62788657,101.7004004,3.175909166,1.889638528,-1.077834458,16.38966595,121.1562723,103.3294937,130.1958203,50.6170808,56.24211508,80.10531512,110.7879385
364.3358978,7.132201646,13.05812757,9.632201646,19.531893,16.25257202,14.45216049,32.15277778,24.77109053,2.968106996,31.28600823,14.62191358,7.788065844,33.29475309,19.81738683,40.73816872,42.01388889,25.53755144,22.73919753,20.32664609,27.44341564,36.02623457,30.74074074,46.3117284,32.26337449,46.58436214,43.13786008,34.91255144,21.44290123,47.9372428,60.07458848,24.68106996,13.5313786,49.33641975,25.6867284,69.13065844,24.66563786,32.88837449,51.9367284,8.731995885,70.82304527,15.31121399,22.97067901,19.36728395,99.52160494,8.896604938,13.44135802,10.72530864,27.37397119,123.0169753,107.9372428,133.7011317,51.98302469,64.88168724,79.2026749,107.5635582
364.5550384,6.957984857,12.56247835,4.988370367,19.33735834,18.1768694,15.57628545,30.54634533,22.80150443,6.232988568,32.54317811,14.38857822,7.07428119,31.51630623,19.80501806,37.90518137,42.96036027,23.69970802,17.6300292,19.39426931,22.92769832,36.36363636,31.72910378,41.72316524,30.6527441,45.49166131,41.82214084,35.19572425,22.59118127,49.07705251,61.75087841,25.54560301,13.9184441,47.84975504,24.80823477,68.69401692,21.89587767,33.57004998,52.86039491,17.82550601,66.91245608,16.94957193,20.49042411,22.00969961,98.57475132,8.172910378,14.82901965,13.72791607,25.85242738,117.0609195,104.3549265,124.9270055,50.39590241,64.89582818,77.70821992,112.7280335
364.7741622,0.985369514,8.080530199,7.610353883,17.59409779,17.16893835,13.79267225,25.0543954,20.05502063,6.885081906,30.32387145,14.28285607,10.43391272,30.19632362,17.44904339,34.8330624,40.75528323,18.49193448,15.96598725,16.35113167,23.75890959,36.55870952,25.46955108,42.49593598,30.2013255,44.84181568,37.49155933,31.8994623,21.66312367,46.41740653,59.71489308,23.34875578,12.70226335,48.13555083,22.18081781,64.45667125,20.92784794,28.85832187,51.41177942,9.401025385,62.52594723,11.63686382,18.53194948,18.86457422,101.0954108,7.545329499,11.4768038,11.0141303,23.5613355,117.2764787,106.7425284,125.6171064,51.8794548,57.59409779,73.86019757,112.7870061
364.993269,0.549665315,13.13333659,8.831289393,19.25050081,25.85381346,23.95319294,29.14203352,24.67142229,10.91757463,32.89197244,19.41417892,20.00537451,33.40255045,21.71300142,41.52049641,47.84531197,24.35139493,22.86852006,21.97439781,30.29022329,39.23633166,33.51736942,46.62383349,31.12082865,44.27859481,34.87565349,32.5255289,22.27243856,48.51712513,59.18796111,24.80822788,14.56735232,44.03429912,21.25372551,60.51692969,20.31563004,28.57038159,52.7922998,7.722186935,59.29789417,12.63741633,17.53065911,16.33116724,97.5765867,7.624468657,11.11545415,12.60077197,16.50461719,115.7326428,103.6644354,125.1184834,52.16934578,53.68642205,74.37093858,112.0856314
365.2123589,2.603704799,14.23539265,11.05034979,17.45738496,23.60331067,22.19923145,32.68302296,26.67011528,10.11183368,36.40013794,21.01684895,20.17193812,34.48122968,22.91851414,39.65661642,46.2902749,26.44349197,22.09823628,18.63484087,28.68509213,39.53098827,34.75711893,49.09350675,28.7860873,42.72588432,33.78904326,34.39747758,19.12750025,47.70420731,55.29362499,27.73672283,11.42230762,42.95989753,19.12503695,57.49827569,15.00886787,26.95093113,52.87959405,5.897132722,60.33599369,9.027983053,16.49177259,13.45699084,95.63503793,6.342989457,9.158537787,9.759582225,12.19085624,116.7602719,104.1112425,124.078727,51.22672184,55.95871514,72.97270667,109.146259
