A,burntumber,rawumber,vanDykeBrown,burntsienna,rawsienna,redochre,redlead,cadmiumred,alizarin,madderlake,lacdye,carminelake,vermilion,realgar,yellowlakeres,massicot,yellowochre,gamboge,naplesyellow,leadTinYellow..II,leadTinYellow..I,saffron,orpiment,cobaltyellow,cadmiumyellow,chromegreen,cobaltgreen,cadmiumgreen,greenearth,viridian,phthalogreen,verdigris,malachite,bluebice,cobaltblue,azurite,egyptianBlue,ultramarine,phthaloblue,smalt,indigo,mayablue,prussianblue,cobaltviolet,ivoryblack,vineblack,boneblack,lampblack,gypsum,chalk,leadwhite,zincwhite,titaniumwhite,lithopone,eggtempera
453.836515,21.66642263,21.19553122,20.60838116,24.10668268,26.16112217,25.4919761,24.80584514,24.66615907,24.22294131,23.17954199,24.00228417,32.57511421,22.93223615,24.00008785,22.46412674,40.70238374,28.53622467,24.16188357,29.82883331,33.50489048,60.52228535,26.38778259,28.45086096,22.04609348,25.02064543,27.10846902,26.48486002,26.00357268,27.09924447,25.77310531,22.41917535,24.05074968,33.26065948,42.83384093,66.36171957,32.44889891,42.98231229,34.7188708,31.81504041,42.90514818,24.1532447,61.62439967,21.92500293,27.75301628,18.72291203,22.05897856,20.38874898,23.4906876,75.50061497,75.76929835,108.8864648,108.4801453,124.9292784,109.9288392,91.63523486
454.0487125,21.33557065,20.78331319,20.57894136,23.8611793,25.95946503,25.65795441,24.65862443,24.70924194,24.15420491,23.29619432,23.90901723,32.50858011,23.09855199,24.17307675,22.52625234,40.60401605,28.4561076,24.21111303,29.88831965,33.67146606,60.48835651,25.99574579,28.07603744,22.08386121,24.85231685,27.28444404,26.47500285,25.93137671,26.7693451,25.7486563,22.23600631,24.09627274,33.43125236,42.70127773,66.07925004,32.35204621,42.42741655,34.10654253,31.4791137,42.34271269,24.09978378,61.44306701,21.86017865,27.58800277,18.7369616,21.98642983,20.42796661,23.70786385,75.2215613,75.60411845,108.9414505,108.4004576,124.5156958,110.0513782,91.49991661
454.2608934,21.13453501,20.75503583,20.61401656,23.73858407,25.62923295,25.57139756,24.5023899,23.98463939,23.98493075,23.24414253,23.69531679,32.30055169,22.80680797,23.81623208,22.58537275,40.528764,28.40518566,24.15712577,29.83897872,33.67636368,60.43214831,25.76005454,27.87330409,21.81340878,24.56648957,26.77632566,26.41722183,25.82094923,26.48875124,25.47612214,21.88726908,23.85906231,33.07353543,42.68353265,65.73828979,32.04240484,42.12484576,33.93917233,31.37008672,42.24692649,24.06898873,61.25976245,21.45809266,27.17330657,18.54112067,21.72017289,20.06785824,23.4836422,75.45405146,75.34260545,108.7582,108.2327284,124.4244505,109.7858343,90.97680612
454.4730579,20.88283574,21.10912552,20.820697,23.7489304,25.69997031,25.63273824,24.71622825,24.00796307,24.41688544,23.2493466,23.49571868,32.12951052,22.88248066,23.97027236,22.63669067,40.70829428,28.50319862,24.40160542,29.96382274,33.6627511,61.03479187,25.67363047,27.97189059,21.98285145,24.50027067,27.19391943,26.20522955,25.91039798,26.67774589,25.9178197,22.11906189,23.90143952,33.20435058,42.74344706,66.12143685,31.98704255,41.94131891,33.91014186,31.78840232,42.19569482,23.92385022,60.97236209,21.56738051,27.30291688,18.64598674,21.92755234,20.36025915,23.39399743,75.53159908,75.33514171,108.786592,108.6249149,124.7518816,109.5615072,90.85410931
454.6852058,20.85376229,20.83212733,20.78184067,23.39835516,25.92832981,25.40280494,24.56576589,23.837194,24.56912808,23.24237879,23.46516041,31.96696868,22.63250682,23.85634387,22.56423975,40.90951617,28.48958744,24.15090092,30.16395791,33.89861975,61.3507524,25.63391894,27.97488006,22.20390072,24.51416359,27.25610237,26.12801464,25.78624075,26.8003064,25.97613138,22.24570882,24.13116633,33.20630104,42.64791442,66.0100164,32.00249094,41.90106976,33.78795985,31.87706665,42.3219282,24.14037581,60.9041659,21.53760244,27.3959987,18.50797716,22.047632,20.06657136,23.60052509,75.88652171,75.49153751,108.6895062,108.8425589,125.1184806,109.8403983,91.2935367
454.8973371,21.07373593,21.10331423,21.03993216,23.50585883,26.05979187,25.5814394,24.71871476,23.79552217,24.53643667,23.15907879,23.50804442,31.7984188,23.00011365,24.05327591,22.62900072,41.19484667,28.70551963,24.34308494,30.28919707,33.94350108,61.57137986,26.01826569,28.4084253,22.46872423,24.85290989,27.54803195,26.18684742,25.81588019,27.10129766,25.99946963,22.41000475,24.44464196,33.361406,42.60178286,65.80632189,31.96452353,42.12255615,33.74606958,32.12742272,42.19351492,24.41783207,61.10162404,21.99590858,27.22150503,18.71475739,22.11407606,20.16219981,23.91383536,76.15260653,75.64336441,108.5039792,108.9406598,125.476094,110.0981475,91.79165805
455.109452,20.72630133,21.36400248,20.99966391,23.51729413,25.60452678,25.48298401,24.49340279,23.6508608,24.35549014,22.94840444,23.30289211,31.61893807,23.21973889,23.72821936,22.54944284,41.27195448,28.42521715,24.15948613,30.14289605,33.70081067,61.77023636,26.25816321,28.23529753,22.69706153,24.92249657,27.31583156,25.95872471,25.61061116,27.0938965,25.92120436,22.2978102,24.33013855,33.17480139,42.52388844,65.40261223,31.9422795,42.18490146,33.47438475,32.22288539,42.14433892,24.39011317,61.12239458,21.92564886,27.05521721,18.6878886,22.01865298,19.94243016,23.7477763,76.4049127,75.63118217,108.5529023,109.1584431,125.4648757,110.3017274,91.64875154
455.3215503,20.93128824,21.08957835,21.52553939,23.4163251,24.54734776,23.82590446,25.17579193,22.73983384,22.42399053,23.50814516,21.63666671,32.28337173,23.87807829,24.69428932,23.30342918,42.332141,26.68706457,23.48913266,30.99243774,33.49516066,62.52179437,26.98654829,26.58197998,23.35972976,24.6926681,27.11035061,26.43665964,23.97682538,26.73511167,25.3063739,23.00910389,24.39274224,33.86052489,43.41231627,65.02746496,32.6928037,42.30870699,34.33392139,33.14880892,43.34997296,25.22590239,62.60226588,22.55958355,25.98684453,19.21382577,22.76341523,20.58596819,22.78286989,78.3342987,75.01226969,109.5924693,110.0226824,128.2736503,112.0920971,91.8695772
455.5336321,20.87394644,20.8978694,21.46020475,23.41123854,24.39791462,23.79196364,25.17161804,22.58808462,22.37409085,23.51159826,21.81481881,32.36367562,23.92893715,24.54714135,23.2027879,42.76826532,26.53274673,23.30883661,31.0309919,33.1401506,62.45496212,27.06809582,26.51786782,23.19593193,24.69155432,26.84928829,26.56936053,23.96029956,26.79458641,25.2382814,23.24523656,24.21265758,33.62502808,43.26277034,65.08663319,32.69684655,42.17996482,34.20165885,33.1576552,43.44948609,25.22121441,62.44548046,22.74912696,26.06916652,19.10583574,22.84467291,20.50182777,22.73877007,78.47313189,75.12260515,109.6514542,110.0886316,128.2623473,112.2050839,91.51872847
455.7456973,21.06699633,21.24735377,21.5049036,23.45125488,24.42515602,23.72621654,25.28341365,22.4532674,22.3950829,23.63407899,22.03494842,32.35812631,24.00959391,24.56416038,23.11941461,42.90185392,26.71089269,23.38900763,30.97780428,33.15689356,62.74828167,27.14154504,26.43578593,23.06355169,24.86059662,26.83335582,26.4870057,23.78425594,26.6129512,25.22522915,23.35215261,24.14845318,33.66183634,43.05797991,65.14530889,32.40093037,41.90168996,34.33726986,33.21768983,43.45685569,25.13657396,62.5521085,22.77567627,25.93098825,19.28184948,22.82355877,20.46483755,22.78046452,78.3495626,74.93945765,109.6285914,109.9559336,127.8050805,112.1592543,91.56934185
455.957746,21.02463845,21.45158322,21.4262216,23.28544576,24.32411281,23.67876827,25.01177504,22.42431006,22.21170721,23.42094928,22.12707186,32.22679375,24.05223624,24.33483716,22.96719366,42.88403653,26.65419358,23.24588164,30.83118001,32.97561371,62.94957095,26.80737777,26.12696172,22.67212932,24.63656798,26.51086419,26.57187701,23.52761301,26.63361444,25.09307715,23.38428362,24.19658009,33.50820775,42.95330998,65.24008759,32.43345473,41.88319452,33.9812382,33.00242457,43.34228478,25.15148134,62.55392967,22.58053764,25.63219274,19.1568638,22.45880186,20.31581739,22.81705286,78.02147477,74.94706667,109.2288763,109.5935039,127.5077933,112.3085016,91.26676222
456.1697782,21.19929281,21.48773614,21.51299286,23.5480251,24.32840062,23.78451992,24.92910895,22.54421363,22.37286968,23.48445276,22.09691122,32.4428423,24.15992676,24.31290217,23.09297346,43.12629512,26.86698888,23.284982,30.96948528,32.91382289,63.18559104,26.87502511,26.25164312,22.59745366,24.79263652,26.33889364,26.78361298,23.29344875,26.47163497,25.00215256,23.4891884,24.24315916,33.70610926,43.01020027,65.23353864,32.49636935,42.17443215,33.84243819,33.10640545,43.23865887,25.25586788,62.41325175,22.78099546,25.52479465,19.22668488,22.51493878,20.3015309,22.8379666,77.78527188,74.75216835,108.9444696,109.3297783,127.1432344,112.2028747,91.28513699
456.3817938,21.1911586,22.01740729,21.67799924,23.6220887,24.4588683,23.65311217,25.04532556,22.47678221,22.44931649,23.59234603,22.06280401,32.37625481,24.1382451,24.28439691,23.02282359,43.13541883,26.7617199,23.13368266,30.9281138,32.83406433,63.65857685,27.16004406,26.58440231,22.6572306,24.79528785,26.36382266,26.98244186,23.48988322,26.79331259,25.23061247,23.44534036,24.48348783,33.67525552,43.16644229,65.26581983,32.70498965,42.82603808,34.36360635,33.89455439,43.77410366,25.07891059,62.23960928,22.67089231,25.35669865,19.23312281,22.36080001,20.23981989,22.82359035,77.73155883,75.02525993,108.868156,109.2687571,127.472271,112.4472388,91.46684047
456.593793,21.61350945,22.34499311,21.74992854,23.87263212,24.73600643,23.70479703,25.15729234,23.05935362,22.50037501,23.76762905,22.23560312,32.3938719,24.4447715,24.72440232,23.07987309,43.48471512,26.889843,23.38327819,31.07340875,33.14162961,64.09178004,27.58580675,26.8772483,22.90397172,25.03743034,26.74804641,27.26018402,23.52040484,27.09786796,25.48135842,23.69319291,24.93709722,34.14368722,43.42542093,65.62012663,33.13469545,43.04460791,34.46577211,34.17227296,43.94321909,25.07478992,62.37168257,23.06105179,25.398856,19.5339675,22.58712283,20.49088228,23.12643106,77.74939644,75.00304254,108.8479946,109.0292735,127.4878794,112.532159,91.77211786
456.8057755,21.85057984,22.61406713,21.73595854,24.1084932,24.88965771,23.76701432,25.07568934,23.28580127,22.48906398,24.00257021,22.4764374,32.65304118,24.3437685,24.58998684,23.1912422,43.72136221,26.91005104,23.67077171,31.36583135,33.42719092,64.28781872,27.73863538,27.24956579,23.12993314,25.29244566,26.6035057,27.49606472,23.58785716,27.20200566,25.35684122,23.77010082,24.86103746,34.53187651,43.88691072,65.64615829,33.43490717,43.18290866,34.82747881,34.0914894,44.27440648,25.31124523,62.65183464,23.32213776,25.59422095,19.52995446,22.82310721,20.54428984,23.27934768,77.92817439,75.64865555,109.0709361,108.9953169,127.4883485,112.5865973,92.10740451
457.0177416,21.5773222,22.53469812,21.64063009,23.98149803,24.65017891,23.86582607,24.99054538,23.42668822,22.15914522,23.93273572,22.26913748,32.51753434,24.26603719,24.31466097,22.90831162,43.54557406,26.75499294,23.44303468,31.10245765,33.06223151,64.20610942,27.44708527,26.94796424,22.67669065,24.82818905,26.36946593,27.33723155,23.28912864,27.00005126,25.30057393,23.52130373,24.58950308,34.32949746,44.0295954,65.71843368,33.17970435,43.16157087,34.91492224,33.8208179,44.01241777,24.95120306,62.84284268,23.28608099,25.38189062,19.52002372,22.51239491,20.46756406,22.88185252,78.02773079,75.73368575,109.0377894,109.0315556,127.1189094,112.3128989,91.72592257
457.2296912,21.4103362,22.472956,21.40882152,23.80188482,24.5309987,23.89813611,24.95524797,23.40255899,22.14082707,23.96822468,22.09442266,32.7235123,24.06323669,24.27804644,23.02512723,43.80535482,26.55874771,23.42596775,31.06272996,33.26852321,64.39390601,27.30039217,26.85975677,22.49058142,24.60590672,26.36349115,27.46328956,23.39113001,26.99208509,25.2294058,23.47512613,24.47068673,34.35455176,44.21845051,65.87926039,33.1454207,43.19810417,35.21392848,33.83639208,44.04921897,24.63688889,62.72913041,23.06588601,25.5841173,19.28661129,22.48837824,20.38420653,22.76253608,77.92320276,75.85414418,109.1661801,108.9809756,127.1281313,111.8237624,91.32622992
457.4416242,21.61910721,22.20173113,21.35894354,23.7365047,24.78950893,23.91447531,24.94648532,23.44203674,22.23644706,24.04318497,22.17950196,32.96229822,24.06116042,24.21456917,22.96959817,44.00539538,26.63178607,23.52958127,31.03796523,33.37340073,64.70569671,27.32089048,27.08871911,22.14794202,24.31830531,26.67802824,27.83998288,23.68216671,26.87273935,25.37487719,23.42337521,24.65091963,34.71071885,44.24401596,65.96466385,33.05450813,43.2308047,35.33341017,33.9339327,43.94694088,24.65956431,62.6418139,22.94242918,25.47147805,19.29588404,22.3865626,20.68040485,22.92198383,77.73816777,76.04737833,109.2161883,108.9781166,127.2330715,111.9393994,91.5171
457.6535407,21.73638727,21.91323799,21.32300725,23.58096076,24.60232487,23.79181598,24.92543591,23.18669973,22.1856837,23.987376,22.18759559,33.01850719,23.95555653,23.93602784,22.8780645,44.32329677,26.61692086,23.34839182,31.14061203,33.41522637,64.54696172,27.16071975,27.03794848,21.9999563,24.28781738,26.74815911,27.82647052,23.67068348,26.61173142,25.41037561,23.30660316,24.8070347,34.59527815,44.4542619,66.10707184,32.85463007,43.15116571,35.32862824,33.71566774,43.87632194,24.56354062,62.60829546,22.76758401,25.29525193,19.31947297,22.22856487,20.41157737,22.84132872,78.05712756,76.15601648,109.449291,109.4378196,127.4851964,112.0743292,91.80955841
457.8654407,21.87624615,21.97110641,21.31035093,23.50043892,24.69170415,23.73534395,24.9128633,23.34814533,22.36293237,23.88069655,22.08883112,32.90929753,23.93214157,24.11083816,22.81409702,44.54880132,26.71003654,23.33058869,31.33682198,33.87790654,64.68571584,27.14228359,27.04293209,22.16899281,24.16595782,26.77536355,27.65537281,23.75262839,26.44832021,25.35899233,23.27124999,24.9257926,34.70007417,44.71647397,66.06710989,32.81675093,43.14359013,35.47161337,33.80223609,43.85211598,24.69374562,62.67936007,22.5518363,24.92756187,19.29773465,22.2022007,20.44626513,22.85179615,78.02943798,76.06227842,109.7461093,109.610828,127.6425796,112.0932543,92.29930658
458.0773241,22.19505657,21.96383268,21.58992145,23.66809354,24.85304828,23.80495967,25.16455072,23.36877503,22.64572655,23.9794606,22.21644614,32.88279873,24.06231132,24.2330217,23.15609779,44.89182025,27.02435973,23.63641533,31.58967778,34.20353659,64.71615508,27.43847793,27.39772946,22.42641584,24.33184689,26.66344469,27.86437392,23.87318967,26.66547535,25.53440065,23.25884892,25.14045362,34.92455441,45.0656443,65.99519682,32.95265325,43.62604545,35.72192484,33.87308137,43.85388491,24.91139576,62.64123204,22.64532042,24.90814672,19.37677852,22.34857407,20.40483133,23.01408733,78.17046128,76.21020255,109.7543178,109.6373521,127.8463688,112.2914179,92.32778017
458.2891911,22.27968726,21.83031844,21.84528392,23.76949388,24.9899219,23.79888554,25.28788322,23.64316368,22.73552764,24.09886923,22.11695454,33.02543996,24.25324286,24.30407155,23.36299914,45.09058159,27.12081725,23.79227916,31.83750457,34.43192528,65.07758454,27.7172792,27.76959096,22.80280488,24.5216777,26.9384002,27.84698001,24.2769719,26.69679537,25.86479567,23.15860576,25.2218194,35.0746319,45.33205161,65.9903439,33.00562082,44.00700007,36.04927552,34.21674597,43.59416859,25.05328924,62.74998079,22.78945729,25.00798833,19.40105729,22.6096019,20.39686831,22.99371585,78.67149697,76.37746442,110.1526614,110.2359827,128.0533957,112.2710181,92.82007585
458.5010415,22.2364305,22.04852231,21.90247619,23.58382374,25.05774542,23.89839497,25.14348863,23.74992597,22.75627393,24.06665087,22.45368252,33.05743853,24.42725692,24.14902896,23.11149578,45.25518363,27.08368106,23.807806,31.88543523,34.51063108,65.40389492,27.74566707,27.75589703,23.00017768,24.60426212,27.33202677,27.96789947,24.40020137,26.83183563,25.98544115,23.34140064,25.35226055,35.24153471,45.32477427,66.45690765,33.00965385,44.06837381,36.20584292,34.23630666,43.69646097,25.27324758,62.83509845,22.82761443,25.12127885,19.4587275,22.54480991,20.75039439,23.09803531,79.17866892,76.82712447,110.2481303,110.5745468,128.4224596,112.4592821,93.01899542
458.7128754,22.61461202,22.22930303,21.85082196,23.93387359,25.21189986,24.06400574,25.1857931,23.84323627,23.0272327,24.08515891,22.70016186,33.2347078,24.5221459,24.15839172,23.24478902,45.83677519,27.18168832,24.09747594,32.02549626,34.87153466,65.70482225,28.10988402,28.00692967,23.05052796,24.98015217,27.53138501,28.17254024,24.67450226,27.15049409,26.06498843,23.62661711,25.56052551,35.25215782,45.24636078,66.68603476,32.91044846,43.90795426,36.24608901,34.23493138,43.75559789,25.5619982,63.09936768,23.12255584,25.33252648,19.47242925,22.65852493,20.95904184,22.98599741,79.4838359,76.71156583,110.4888926,110.869248,128.5167478,112.1956052,92.77632666
458.9246928,22.31313151,22.18275429,21.90696653,23.74515243,25.3437369,24.02493132,25.21402486,23.77269129,23.0310045,24.08745917,22.78209043,33.18632636,24.36431123,24.13082956,23.2004949,45.9408114,27.15930634,24.02360094,32.23896284,34.77479994,65.99682039,27.8896849,28.09695809,23.02129273,25.11344815,27.42205637,28.05571631,24.73535418,27.01589139,26.0703904,23.53495241,25.59331617,35.1945348,45.35584336,66.59482615,32.81222353,43.83734775,36.30846188,34.22522001,43.53721405,25.61034503,63.31610491,22.82479562,25.32005614,19.39308069,22.66288839,20.90146541,23.02980716,79.5247883,76.87892878,110.7549241,111.2210892,128.6796645,112.5269901,92.74224555
459.1364937,22.30895699,21.75595686,21.71228159,23.49940491,25.32162678,23.89010722,25.08662481,23.57646339,22.96263456,23.81318069,22.90616019,32.971396,24.34678426,24.14094312,22.94548113,45.98174347,27.17723186,23.64692439,32.23076375,34.6789538,66.08292231,27.78156033,27.84304877,22.47099091,25.03318529,27.3812257,28.03714641,24.64960824,26.9646613,25.84163955,23.46245906,25.74412891,34.75218574,45.05334716,66.32953583,32.52659441,43.9692505,36.04568618,34.17160817,43.36795687,25.53287784,63.16340883,22.52482629,25.02711561,19.24126429,22.38482792,20.78876741,22.99060784,79.3887046,76.74562522,110.8213061,111.3299713,129.0676716,112.7195309,92.63524159
459.348278,22.65668446,21.89405115,21.64549691,23.62061538,25.43529627,24.08012741,25.31310784,23.60690835,23.1591452,24.11432973,23.19151991,33.17494093,24.63885226,24.33847238,23.37806613,46.39283057,27.21342506,24.06694255,32.45747556,35.06285655,66.55470412,28.16599872,28.15894939,22.91711813,25.45539992,27.51197734,28.48504628,24.99614898,27.14397608,25.9005522,23.58576035,26.00942522,34.99275485,45.2842578,66.52037126,32.78409462,44.22020025,36.23683146,34.47097372,43.58797958,25.92600812,62.98238972,22.60720859,25.1337415,19.49780035,22.59767894,21.06444917,23.2292469,79.51503205,76.54204143,110.7602835,111.1294597,129.2008146,113.0896962,92.67469942
459.5600458,22.69859968,21.90625246,21.61529936,23.85763813,25.47678246,24.10549663,25.33756366,23.751837,23.25057191,24.16278407,23.40837042,32.97717921,24.7248203,24.35077461,23.24386257,46.43895339,27.23591974,24.09414236,32.48275248,34.99243264,67.00049933,28.21264478,28.23419209,22.97948877,25.70296463,27.51255098,28.63868786,25.09976917,27.05154192,25.8846329,23.54810532,26.13313653,35.18984206,45.32649325,66.68477328,32.94814842,44.33351096,36.12927866,34.42252583,43.73547654,26.05404373,62.98495947,22.65808559,24.90700468,19.50934082,22.77111216,21.11145375,23.26282935,79.43445427,76.7845231,110.947191,111.3372359,129.2756881,113.6453778,92.90745369
459.7717972,22.58606052,21.93220001,21.41783144,23.93073221,25.33076597,24.00182068,25.27092891,23.77103886,23.1529783,23.99376569,23.40242724,32.84133974,24.68866829,24.18337757,23.27930098,46.45542139,26.85290312,23.8276795,32.38463466,34.89318829,66.86893638,28.15487058,28.08480497,22.88601296,25.67955976,27.26498611,28.6601613,24.90397942,26.94943513,25.79309675,23.36304729,25.82327099,34.93256824,45.3879436,66.65746097,32.87240898,44.30589011,35.94327754,34.29520127,43.63349034,26.01914786,62.73353074,22.63733116,24.95563363,19.48054273,22.81581949,20.82713227,23.24823174,79.28333615,76.56931637,110.7183771,111.154753,128.8093704,113.4768911,92.5943968
459.983532,22.67786341,22.18680581,21.64094551,24.1756337,25.75841189,24.29951328,25.21165946,24.00651005,23.11704963,24.29811135,23.23481169,32.99975912,24.85990266,24.50534199,23.42190553,46.65811915,26.8117706,23.69184064,32.64889445,35.00528272,67.39571239,28.54034944,28.38269611,23.08620718,25.78135256,27.19271303,29.10698377,24.96848845,27.5872924,25.73547123,23.28668307,26.09194362,35.22513073,45.23783731,67.00763287,33.15002046,44.61818455,36.10668937,34.79690505,43.87503457,26.26565541,62.9024015,22.88139805,24.97690003,19.54913953,23.14215691,21.08692854,23.48371787,79.61964383,76.57796702,111.0867119,111.0776631,128.9740554,113.7287114,92.47724732
460.1952503,22.50953864,22.26122918,21.61321133,23.92623621,25.65386042,24.47899467,25.05283721,23.93436501,22.88117725,24.25138825,23.29739726,32.82257368,24.93839893,24.30105014,23.44257256,46.54652976,26.80433976,23.8915618,32.57362915,34.7320798,67.72180195,28.42133607,28.369896,22.76953325,25.92439707,27.22856156,29.20068485,24.97891592,27.56069928,25.7267656,23.21039369,26.22732192,34.94952523,45.10303255,66.96353725,32.99874004,44.57300933,36.06748937,34.49634458,43.31558545,25.79941676,62.47605814,22.66614507,24.84860108,19.39646194,23.02343127,20.88276237,23.22017365,79.36237178,76.53748647,110.7053767,110.8746844,128.5414899,113.2491833,91.84744781
460.4069521,22.3004036,22.24087612,21.41718192,23.94300967,25.65156162,24.7148533,24.99550083,24.20792584,22.82406924,24.4926006,23.23484661,33.06392849,24.85593217,24.42401185,23.35415327,46.54621057,26.64263753,24.0362652,32.66019877,34.87089584,68.27550274,28.32501249,28.5472652,22.95885556,25.93434861,27.40818862,29.370456,25.1022224,27.558958,25.68944274,23.32860553,26.45537138,35.03727075,45.12736741,66.96300361,33.11905118,44.69053891,36.29552814,34.68639841,43.4789722,25.86122924,62.49529632,22.80569501,24.98127968,19.54464624,22.96665832,21.13678609,23.42827945,79.33188269,76.65390119,110.772712,110.9241106,128.3508119,112.8760582,91.9596371
460.6186374,22.21953681,22.01808918,20.98892474,23.60911435,25.47695873,24.58047316,24.73844199,23.87945533,22.62131084,24.5353748,23.01336755,32.9003725,24.55007537,24.40917415,23.25617611,46.69523726,26.5309148,23.90549278,32.30313072,34.57411952,68.34132729,28.26757528,28.27380433,22.79036739,26.00954291,27.11221019,29.23121006,24.68699,27.40397912,25.34116533,23.25194035,26.38926609,34.93154269,45.00890755,66.49952036,32.65856059,44.32869476,36.16090894,34.36233166,43.3010253,25.64726108,62.17244515,22.55777448,24.75189675,19.30047715,22.68796173,21.10329019,22.93438314,78.86830532,76.25135482,110.3206717,110.5450423,128.0275075,112.4076543,91.5322229
460.8303061,22.28605658,21.65956678,20.73691141,23.47665948,25.37246564,24.17938747,24.89461555,23.66638861,22.52108308,24.43706265,22.67888128,32.70049035,24.35352243,24.36317596,23.32393557,46.75393629,26.31170528,23.7244336,32.27127924,34.70916863,68.3206806,28.41828033,28.33758667,22.87888276,25.89672696,26.83287252,29.15034023,24.60538073,27.18064738,25.19734057,23.02368582,26.24821471,34.55743483,45.16716708,66.31559145,32.49244425,44.27421491,35.8543504,34.2574326,43.06504751,25.54165006,62.03140122,22.28259121,24.57976173,18.93566041,22.64199982,20.63975723,22.82888239,78.74798575,76.04846076,110.7372084,110.7091142,128.2554078,112.3664285,91.46070392
461.0419584,22.05061345,21.35764583,20.52384613,23.30740137,24.94523539,23.99139018,24.65422342,23.34085668,22.14507549,24.09077212,22.47458565,32.45336859,24.25398973,24.10208788,22.97493927,46.61492574,26.18726361,23.37455798,32.14513699,34.35367916,68.45275361,28.16247963,28.29015098,22.7612927,25.64853479,26.38701147,28.95556717,24.38756496,26.91811445,24.90870514,22.83644414,25.96906614,34.49229728,44.97241782,66.12268995,32.33135512,44.31364349,35.80996894,33.86636327,42.8097537,25.34842102,61.71950432,22.10793026,24.33811998,18.89683589,22.6266105,20.45607454,22.58848129,78.73078934,76.10073491,110.5764275,110.650841,128.3523877,112.4066296,91.5471234
461.2535942,21.99159826,21.28847842,20.38974186,23.25198123,24.76238682,23.83968721,24.58596499,23.21689248,22.02032947,23.86377252,22.23978697,32.3606292,24.19130826,23.82257075,22.79277098,46.67255962,26.10028291,23.18045887,32.06854899,34.30200287,68.47330932,28.14790091,28.03798877,22.73775378,25.35339383,26.25592046,28.82021112,24.18739593,26.8378802,24.74196932,22.82993816,25.87226717,34.31740769,44.78241308,66.00621572,32.12332167,44.40731802,35.7479772,33.76356785,42.7121769,25.43812032,61.17643894,21.90075875,24.27493441,18.80903651,22.48308527,20.16820593,22.47379347,78.6245944,76.1136093,110.3874923,110.3470241,127.9870062,112.0398422,91.34347117
461.4652134,21.81243312,21.33281448,20.28553361,23.20678082,24.62849013,23.75656679,24.48462885,23.24460064,22.07498297,24.02556183,22.0719428,32.43749392,24.1474122,23.80910108,22.75634789,46.71089114,25.96239907,23.04869151,31.94145831,34.33529526,68.70026267,28.16348867,28.21067224,22.72375717,25.10409573,26.17569803,28.71047767,24.16407238,26.67708435,24.87219087,22.741147,25.8288744,34.24311703,44.90198463,65.98708532,31.99910011,44.29808347,35.62019652,33.50252943,42.37960891,25.21050199,60.93333495,21.89123456,24.08198755,18.767025,22.31710283,20.06518144,22.36477284,78.4510896,75.97407335,110.4173558,110.0103366,127.4738545,111.9865746,91.18262963
461.6768162,21.8016373,21.28354484,20.34596305,23.09139049,24.59685322,23.73194559,24.58261055,23.28908366,22.10402021,23.74326668,22.05033629,32.57214157,24.06780486,23.96335859,22.59934873,46.62126054,25.9590371,23.04549743,32.00912992,34.35004108,68.78200797,28.22885663,28.22070057,22.58887976,24.98749201,26.23585623,28.56276819,24.13828784,26.84062205,24.9436684,22.97184942,25.75099668,34.23403025,44.99564807,65.83815697,31.78197754,44.18856326,35.60461365,33.46736054,42.10669832,24.93259077,60.95961533,21.97547095,23.9358471,18.5995922,22.38278706,20.0747436,22.34188502,78.18996318,75.96360206,110.4882072,110.1567303,127.370766,111.6570803,91.23211297
461.8884024,21.62392041,21.07835275,20.31467954,22.94288186,24.30971718,23.52538773,24.31129677,23.15758521,21.92416488,23.36609169,21.67786964,32.62093619,23.82271603,23.69476887,22.51177405,46.39293508,25.83050221,22.73279579,32.06054464,34.42556221,68.68806167,28.00451035,28.08166747,22.37179768,24.73122591,26.28688353,28.4246825,23.88832996,26.7657437,24.88651221,22.98783955,25.67813209,33.91802633,45.03253965,65.50007533,31.52421154,44.17955859,35.40770551,33.51292108,41.70664256,24.77909978,60.72532552,21.93327793,23.87581471,18.61892403,22.19767775,19.88916107,22.16632888,78.2207933,75.76476678,110.3092846,110.073196,127.2064506,111.3606871,90.98136564
462.0999722,21.71055874,21.10052925,20.54975977,22.85597174,24.28939078,23.72912527,24.27220177,23.18400533,21.87475584,23.49340747,21.47640358,32.58326752,23.82011883,23.72948588,22.60138209,46.46525476,26.29233094,23.01379809,32.22578423,34.68573565,69.10546238,27.93358071,28.09897984,22.58010619,25.02515245,26.30627447,28.24923341,23.93034485,26.89562906,24.80530143,23.28485552,26.0337746,33.82111652,45.12727679,65.51572434,31.70927257,44.29439121,35.54326281,33.53599535,41.57143596,24.75685968,60.78598242,21.86345677,23.72888487,18.58312087,22.23752805,19.98504676,22.02837509,78.45147471,76.00618804,110.4861364,110.318213,127.2847257,111.2371638,91.18913078
