A,bone_black,arylide_yellow,diarylide,cadmium_orange,pyrrole_orange,k_cadmium_red,k_pyrrole_red,k_quinacridone_red,k_quinacridone_magenta,dioxazine_purple_tints,k_ultramarine_blue,k_cobalt_blue,k_cerulean_blue,phthalo_blue_red_shade,phathalo_blue_green_shade_tints,phathlo_green_blue_shade,phathlo_green_yellow_shade,biz_vanadate_yellow,PH G and Biz Y mix,PH G and Biz Y mix,PH G and Biz Y mix,Phthalo B (GS) and Phthalo G (BS),Quin Mag and Dioxazine P,titanium_white
610,0.2709966135,0.0001269001593,0.0002822679969,0.000278656178,0.0006865102778,0.003597744822,0.01871251464,0.01315246625,0.04400672344,1.980808233,0.5422179784,0.3417508244,0.192733007,2.616478026,5.113856689,2.499971633,1.169786714,0.00006896453176,0.2924984019,0.07317632386,0.01834580436,3.806914161,0.2376868744,0.00002956029611
620,0.2752531769,0.000113462318,0.0002585810331,0.0001781282524,0.0004164589773,0.001407124483,0.00620534785,0.005992039414,0.01802154501,2.345854721,0.5425999409,0.3522330011,0.1943659166,2.501797011,5.377355262,2.909949606,1.563256074,0.00006752502288,0.3908646621,0.0977668093,0.02449234609,4.143652434,0.2508048627,0.0000299353901
630,0.2800792175,0.0000973201365,0.0002289323463,0.0001308933195,0.0003227911343,0.0007088044804,0.002297593331,0.003779620644,0.008786539159,2.450138457,0.5309750646,0.3447320962,0.1968518358,2.195464839,5.502373005,3.235015033,1.871025798,0.00005759576418,0.4677996464,0.1169931084,0.02929147393,4.368694019,0.2529217309,0.00002920765386
640,0.2844782631,0.00008535285277,0.0002016959047,0.0001067429973,0.0002604433282,0.0004405228025,0.001092970242,0.002824396278,0.005101488666,1.859921319,0.5069432403,0.2794053505,0.1846400966,1.872113998,5.528621121,3.589358143,2.084604248,0.00005495986804,0.521192282,0.1303392904,0.0326260425,4.558989632,0.1905834717,0.00002889413834
650,0.2892758126,0.00008158681871,0.0001915889687,0.00009690835353,0.0002175845262,0.000306504916,0.0006862266992,0.002308498414,0.003442233534,1.117763219,0.4706216777,0.1734845725,0.1525540916,1.644228378,5.317024055,4.082011729,2.232379156,0.00005798572219,0.5581382783,0.1395780589,0.03493800401,4.699517892,0.1148743321,0.00002641097104
660,0.2936565998,0.00006667965603,0.0001635747474,0.00007869121121,0.0001596183025,0.000219871087,0.0004808822403,0.001964146586,0.00256540627,0.6003728512,0.4203500088,0.08428207649,0.1065346587,1.54260142,4.974935676,4.211860351,2.193302898,0.00004560020463,0.5483599245,0.1371241813,0.03431524548,4.593398013,0.06234615076,0.00002460979058
670,0.2976915827,0.00006102261863,0.0001540949953,0.00007225251345,0.000127980512,0.0001694069047,0.0003831441481,0.001734845501,0.002109590643,0.3180986364,0.3600488353,0.03478264979,0.05935394928,1.623999304,4.9357427,3.824358384,2.058508329,0.0000412445156,0.5146580156,0.1286954373,0.03220479271,4.380050542,0.03370849521,0.00002443484811
680,0.3021842948,0.00006170241554,0.0001537986064,0.00006830747324,0.0001098919582,0.0001373456611,0.0003367249424,0.001550456075,0.001834758185,0.1703077962,0.2945842128,0.01327211176,0.02631251069,1.87623291,5.190236397,3.299827935,1.874109975,0.00003979479751,0.4685573399,0.1171691811,0.02932214136,4.245032166,0.01868206198,0.00002602446996
690,0.3069683483,0.00005950321552,0.0001499717724,0.0000640150437,0.0000954109806,0.0001170259867,0.0003058923268,0.001392050743,0.001638742487,0.09565391496,0.2280444899,0.004568250936,0.009757208528,2.116442736,5.639723072,2.873273034,1.682011233,0.00003660604344,0.4205302629,0.1051600203,0.0263174596,4.256498053,0.01104025973,0.00002827235939
700,0.311668469,0.00005651895186,0.0001420597684,0.00006046333822,0.00008446974788,0.00009262565664,0.000269494021,0.001223623846,0.001434426815,0.05119758615,0.168788443,0.001561294493,0.003366369095,2.145070372,6.276040972,2.602463793,1.507063789,0.00003396044169,0.3767914177,0.09422332476,0.02358130152,4.439252383,0.006410742748,0.00002672120091
710,0.3165283509,0.00005289663167,0.0001339454006,0.00005636829538,0.00007552283303,0.00008112652182,0.0002577417879,0.001122758685,0.001300044517,0.03248741672,0.122837242,0.0006712089815,0.001262431274,2.022118186,6.883270399,2.517117908,1.421520845,0.00003047758344,0.3554030695,0.08887362556,0.02224126458,4.700194153,0.004418781738,0.00002736109523
720,0.3213642077,0.0000464661808,0.0001217033569,0.00004955683572,0.00006630741024,0.00006403052419,0.0002092871319,0.001009714197,0.00113977846,0.02955012373,0.08761339412,0.0003706091721,0.0005956681571,1.845737534,6.621920205,2.632268858,1.398416511,0.0000260555453,0.3496236695,0.08742545904,0.02187590642,4.627094532,0.003980812987,0.00002520464932
730,0.3260213216,0.00003912443603,0.0001096982733,0.00004226170656,0.00005674058219,0.00005483031726,0.0001614119433,0.0009389458697,0.001024305272,0.001262121944,0.06449387877,0.0002534670428,0.0003687448867,1.642431366,5.539695391,2.67068884,1.372878109,0.00002191604995,0.3432359642,0.0858254281,0.02147279406,4.105192116,0.001048086939,0.00002309897077
740,0.3304578433,0.00003144996979,0.00009607513159,0.00003531210872,0.0000474015639,0.0000448116587,0.0001043867328,0.0008660339455,0.0009023258868,0.0101462421,0.04942508161,0.0001905355607,0.0002666510146,1.31716915,3.63707453,2.380640946,1.259489501,0.00001873863567,0.3148864293,0.07873566131,0.01969796931,3.008857738,0.001826717508,0.00001829155246
750,0.3354919126,0.0000209850762,0.00007643291365,0.00002560519598,0.00002528623747,0.00003207654212,0.00005764310817,0.0007985998648,0.0007899655185,0.005920978069,0.0400799774,0.0001482319132,0.0002073911849,0.9685073653,1.880364084,1.990596175,1.127695728,0.0000133726161,0.2819339614,0.07049351982,0.01763340942,1.93548013,0.001303066774,0.00001247658012
